Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Detroit,09/13/2009,1,Mike Carey,Detroit Lions 27 @ New Orleans Saints 45,7,36,4,30,2,1,1,5
Philadelphia,09/20/2009,2,Al Riveron,New Orleans Saints 48 @ Philadelphia Eagles 22,3,13,2,8,0,0,1,5
Buffalo,09/27/2009,3,Walt Anderson,New Orleans Saints 27 @ Buffalo Bills 7,9,97,5,40,3,47,1,10
N.Y. Jets,10/04/2009,4,Bill Leavy,New York Jets 10 @ New Orleans Saints 24,7,70,4,30,2,30,1,10
N.Y. Giants,10/18/2009,6,Ed Hochuli,New York Giants 27 @ New Orleans Saints 48,6,55,5,40,1,15,0,0
Miami,10/25/2009,7,John Parry,New Orleans Saints 46 @ Miami Dolphins 34,6,25,3,10,2,10,1,5
Atlanta,11/02/2009,8,Jeff Triplette,Atlanta Falcons 27 @ New Orleans Saints 35,7,65,3,35,2,10,2,20
Carolina,11/08/2009,9,Scott Green,Carolina Panthers 20 @ New Orleans Saints 30,7,55,4,30,2,20,1,5
St. Louis,11/15/2009,10,Gene Steratore,New Orleans Saints 28 @ St. Louis Rams 23,6,40,2,10,2,10,2,20
Tampa Bay,11/22/2009,11,Walt Coleman,New Orleans Saints 38 @ Tampa Bay Buccaneers 7,4,55,1,15,3,40,0,0
New England,11/30/2009,12,Pete Morelli,New England Patriots 17 @ New Orleans Saints 38,4,36,1,11,3,25,0,0
Washington,12/06/2009,13,Carl Cheffers,New Orleans Saints 33 @ Washington Redskins 30,7,102,3,25,4,77,0,0
Atlanta,12/13/2009,14,Tony Corrente,New Orleans Saints 26 @ Atlanta Falcons 23,6,59,5,44,1,15,0,0
Dallas,12/19/2009,15,Terry McAulay,Dallas Cowboys 24 @ New Orleans Saints 17,4,30,2,15,1,5,1,10
Tampa Bay,12/27/2009,16,Jerome Boger,Tampa Bay Buccaneers 20 @ New Orleans Saints 17,2,14,1,10,0,0,1,4
Carolina,01/03/2010,17,Al Riveron,New Orleans Saints 10 @ Carolina Panthers 23,4,35,0,0,1,5,3,30
Arizona,01/16/2010,Divisional Playoffs,Ron Winter,Arizona Cardinals 14 @ New Orleans Saints 45,6,44,2,15,1,14,3,15
Minnesota,01/24/2010,Conference Championships,Pete Morelli,Minnesota Vikings 28 @ New Orleans Saints 31,9,88,2,10,5,58,2,20
Indianapolis,02/07/2010,Super Bowl,Scott Green,New Orleans Saints 31 @ Indianapolis Colts 17,3,19,1,5,1,4,1,10
Totals,,,,,107,938,50,383,36,386,21,169
