Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Denver,09/08/2016,1.0,Gene Steratore,Carolina Panthers 20 @ Denver Broncos 21,8,85,5,55,1,15,2,15
San Francisco,09/18/2016,2.0,John Parry,San Francisco 49ers 27 @ Carolina Panthers 46,8,50,5,35,0,0,3,15
Minnesota,09/25/2016,3.0,Jerome Boger,Minnesota Vikings 22 @ Carolina Panthers 10,10,65,8,57,0,0,2,8
Atlanta,10/02/2016,4.0,John Hussey,Carolina Panthers 33 @ Atlanta Falcons 48,6,55,6,55,0,0,0,0
Tampa Bay,10/10/2016,5.0,Clete Blakeman,Tampa Bay Buccaneers 17 @ Carolina Panthers 14,7,60,4,25,3,35,0,0
New Orleans,10/16/2016,6.0,Walt Anderson,Carolina Panthers 38 @ New Orleans Saints 41,5,51,2,20,3,31,0,0
Arizona,10/30/2016,8.0,Walt Coleman,Arizona Cardinals 20 @ Carolina Panthers 30,5,40,4,25,1,15,0,0
LA Rams,11/06/2016,9.0,Terry McAulay,Carolina Panthers 13 @ Los Angeles Rams 10,5,35,3,25,1,5,1,5
Kansas City,11/13/2016,10.0,Carl Cheffers,Kansas City Chiefs 20 @ Carolina Panthers 17,6,53,2,15,2,20,2,18
New Orleans,11/17/2016,11.0,Pete Morelli,New Orleans Saints 20 @ Carolina Panthers 23,6,45,0,0,3,25,3,20
Oakland,11/27/2016,12.0,Jerome Boger,Carolina Panthers 32 @ Oakland Raiders 35,7,67,3,28,3,31,1,8
Seattle,12/04/2016,13.0,John Parry,Carolina Panthers 7 @ Seattle Seahawks 40,6,63,3,25,2,23,1,15
San Diego,12/11/2016,14.0,Ron Torbert,San Diego Chargers 16 @ Carolina Panthers 28,5,35,3,20,0,0,2,15
Washington,12/19/2016,15.0,Walt Coleman,Carolina Panthers 26 @ Washington Redskins 15,6,62,3,35,3,27,0,0
Atlanta,12/24/2016,16.0,Bill Vinovich,Atlanta Falcons 33 @ Carolina Panthers 16,4,24,2,10,2,14,0,0
Tampa Bay,01/01/2017,17.0,Carl Cheffers,Carolina Panthers 16 @ Tampa Bay Buccaneers 17,4,45,4,45,0,0,0,0
Totals,,,,,98,835,57,475,24,241,17,119
