Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Giants,09/13/2015,1.0,Bill Vinovich,New York Giants 26 @ Dallas Cowboys 27,3,35,1,5,2,30,0,0
Philadelphia,09/20/2015,2.0,Tony Corrente,Dallas Cowboys 20 @ Philadelphia Eagles 10,18,142,12,75,4,47,2,20
Atlanta,09/27/2015,3.0,Pete Morelli,Atlanta Falcons 39 @ Dallas Cowboys 28,5,31,3,25,2,6,0,0
New Orleans,10/04/2015,4.0,Brad Allen,Dallas Cowboys 20 @ New Orleans Saints 26,6,30,1,5,3,15,2,10
New England,10/11/2015,5.0,Clete Blakeman,New England Patriots 30 @ Dallas Cowboys 6,7,50,3,20,4,30,0,0
N.Y. Giants,10/25/2015,7.0,John Parry,Dallas Cowboys 20 @ New York Giants 27,7,46,5,35,2,11,0,0
Seattle,11/01/2015,8.0,Carl Cheffers,Seattle Seahawks 13 @ Dallas Cowboys 12,5,40,3,15,0,0,2,25
Philadelphia,11/08/2015,9.0,Ed Hochuli,Philadelphia Eagles 33 @ Dallas Cowboys 27,8,58,3,20,3,18,2,20
Tampa Bay,11/15/2015,10.0,Bill Vinovich,Dallas Cowboys 6 @ Tampa Bay Buccaneers 10,6,68,1,5,5,63,0,0
Miami,11/22/2015,11.0,Jeff Triplette,Dallas Cowboys 24 @ Miami Dolphins 14,10,79,5,44,2,11,3,24
Carolina,11/26/2015,12.0,Ron Torbert,Carolina Panthers 33 @ Dallas Cowboys 14,5,40,3,20,0,0,2,20
Washington,12/07/2015,13.0,Walt Anderson,Dallas Cowboys 19 @ Washington Redskins 16,8,70,2,15,2,20,4,35
Green Bay,12/13/2015,14.0,Brad Allen,Dallas Cowboys 7 @ Green Bay Packers 28,6,30,2,10,4,20,0,0
N.Y. Jets,12/19/2015,15.0,Craig Wrolstad,New York Jets 19 @ Dallas Cowboys 16,6,54,3,25,1,19,2,10
Buffalo,12/27/2015,16.0,Jeff Triplette,Dallas Cowboys 6 @ Buffalo Bills 16,8,65,6,45,1,15,1,5
Washington,01/03/2016,17.0,John Parry,Washington Redskins 34 @ Dallas Cowboys 23,4,44,2,25,0,0,2,19
Totals,,,,,112,882,55,389,35,305,22,188
