Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Dallas,09/11/2016,1,Ron Torbert,New York Giants 20 @ Dallas Cowboys 19,4,40,3,25,1,15,0,0
New Orleans,09/18/2016,2,Gene Steratore,New Orleans Saints 13 @ New York Giants 16,3,25,2,20,1,5,0,0
Washington,09/25/2016,3,John Hussey,Washington Redskins 29 @ New York Giants 27,11,128,6,70,4,48,1,10
Minnesota,10/03/2016,4,Brad Allen,New York Giants 10 @ Minnesota Vikings 24,8,69,4,40,3,24,1,5
Green Bay,10/09/2016,5,Ed Hochuli,New York Giants 16 @ Green Bay Packers 23,6,51,2,12,3,24,1,15
Baltimore,10/16/2016,6,Jeff Triplette,Baltimore Ravens 23 @ New York Giants 27,7,119,1,15,4,89,2,15
LA Rams,10/23/2016,7,Ron Torbert,New York Giants 17 @ Los Angeles Rams 10,3,33,0,0,2,28,1,5
Philadelphia,11/06/2016,9,Bill Vinovich,Philadelphia Eagles 23 @ New York Giants 28,5,30,4,25,1,5,0,0
Cincinnati,11/14/2016,10,John Parry,Cincinnati Bengals 20 @ New York Giants 21,2,15,1,10,1,5,0,0
Chicago,11/20/2016,11,Craig Wrolstad,Chicago Bears 16 @ New York Giants 22,4,35,1,10,2,15,1,10
Cleveland,11/27/2016,12,Walt Anderson,New York Giants 27 @ Cleveland Browns 13,9,100,3,20,3,55,3,25
Pittsburgh,12/04/2016,13,Terry McAulay,New York Giants 14 @ Pittsburgh Steelers 24,4,24,4,24,0,0,0,0
Dallas,12/11/2016,14,Carl Cheffers,Dallas Cowboys 7 @ New York Giants 10,7,50,4,30,2,10,1,10
Detroit,12/18/2016,15,Tony Corrente,Detroit Lions 6 @ New York Giants 17,5,46,1,10,3,26,1,10
Philadelphia,12/22/2016,16,Clete Blakeman,New York Giants 19 @ Philadelphia Eagles 24,5,50,2,15,2,30,1,5
Washington,01/01/2017,17,Gene Steratore,New York Giants 19 @ Washington Redskins 10,5,42,4,40,1,2,0,0
Green Bay,01/08/2017,Wildcard Weekend,Ed Hochuli,New York Giants 13 @ Green Bay Packers 38,3,42,2,10,1,32,0,0
Totals,,,,,91,899,44,376,34,413,13,110
