Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Atlanta,09/10/2017,1.0,Jeff Triplette,Atlanta Falcons 23 @ Chicago Bears 17,4,40,2,20,2,20,0,0
Tampa Bay,09/17/2017,2.0,Ron Torbert,Chicago Bears 7 @ Tampa Bay Buccaneers 29,8,59,2,20,4,17,2,22
Pittsburgh,09/24/2017,3.0,Clete Blakeman,Pittsburgh Steelers 17 @ Chicago Bears 23,10,73,6,39,2,10,2,24
Green Bay,09/28/2017,4.0,John Hussey,Chicago Bears 14 @ Green Bay Packers 35,8,62,5,42,3,20,0,0
Minnesota,10/09/2017,5.0,Jerome Boger,Minnesota Vikings 20 @ Chicago Bears 17,8,55,6,45,2,10,0,0
Baltimore,10/15/2017,6.0,Ed Hochuli,Chicago Bears 27 @ Baltimore Ravens 24,5,44,3,30,2,14,0,0
Carolina,10/22/2017,7.0,Walt Anderson,Carolina Panthers 3 @ Chicago Bears 17,5,40,3,15,1,15,1,10
New Orleans,10/29/2017,8.0,Carl Cheffers,Chicago Bears 12 @ New Orleans Saints 20,4,31,2,20,0,0,2,11
Green Bay,11/12/2017,10.0,Tony Corrente,Green Bay Packers 23 @ Chicago Bears 16,8,78,5,29,2,34,1,15
Detroit,11/19/2017,11.0,Brad Allen,Detroit Lions 27 @ Chicago Bears 24,5,64,2,20,2,39,1,5
Philadelphia,11/26/2017,12.0,Walt Coleman,Chicago Bears 3 @ Philadelphia Eagles 31,9,56,5,34,2,10,2,12
San Francisco,12/03/2017,13.0,Ed Hochuli,San Francisco 49ers 15 @ Chicago Bears 14,4,29,1,10,1,9,2,10
Cincinnati,12/10/2017,14.0,John Parry,Chicago Bears 33 @ Cincinnati Bengals 7,10,74,6,40,2,20,2,14
Detroit,12/16/2017,15.0,Jeff Triplette,Chicago Bears 10 @ Detroit Lions 20,13,97,7,42,4,35,2,20
Cleveland,12/24/2017,16.0,Terry McAulay,Cleveland Browns 3 @ Chicago Bears 20,4,25,3,20,0,0,1,5
Minnesota,12/31/2017,17.0,Craig Wrolstad,Chicago Bears 10 @ Minnesota Vikings 23,10,116,4,39,4,67,2,10
Totals,,,,,115,943,62,465,33,320,20,158
