Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Houston,09/08/2024,1.0,John Hussey,Houston Texans 29 @ Indianapolis Colts 27,4,20,1,5,3,15,0,0
Green Bay,09/15/2024,2.0,Shawn Hochuli,Indianapolis Colts 10 @ Green Bay Packers 16,3,20,3,20,0,0,0,0
Chicago,09/22/2024,3.0,Adrian Hill,Chicago Bears 16 @ Indianapolis Colts 21,9,78,4,20,4,43,1,15
Pittsburgh,09/29/2024,4.0,Land Clark,Pittsburgh Steelers 24 @ Indianapolis Colts 27,4,38,1,5,3,33,0,0
Jacksonville,10/06/2024,5.0,Carl Cheffers,Indianapolis Colts 34 @ Jacksonville Jaguars 37,5,34,4,29,1,5,0,0
Tennessee,10/13/2024,6.0,Brad Rogers,Indianapolis Colts 20 @ Tennessee Titans 17,5,40,1,15,3,15,1,10
Miami,10/20/2024,7.0,Craig Wrolstad,Miami Dolphins 10 @ Indianapolis Colts 16,4,25,2,10,1,5,1,10
Houston,10/27/2024,8.0,Brad Allen,Indianapolis Colts 20 @ Houston Texans 23,9,57,5,35,2,8,2,14
Minnesota,11/03/2024,9.0,Shawn Smith,Indianapolis Colts 13 @ Minnesota Vikings 21,7,50,4,35,3,15,0,0
Buffalo,11/10/2024,10.0,Scott Novak,Buffalo Bills 30 @ Indianapolis Colts 20,5,25,4,20,1,5,0,0
N.Y. Jets,11/17/2024,11.0,Tra Blake,Indianapolis Colts 28 @ New York Jets 27,5,40,2,15,1,5,2,20
Detroit,11/24/2024,12.0,Shawn Hochuli,Detroit Lions 24 @ Indianapolis Colts 6,10,75,8,68,1,2,1,5
New England,12/01/2024,13.0,Adrian Hill,Indianapolis Colts 25 @ New England Patriots 24,2,15,1,10,1,5,0,0
Denver,12/15/2024,15.0,Carl Cheffers,Indianapolis Colts 13 @ Denver Broncos 31,8,69,3,30,2,15,3,24
Tennessee,12/22/2024,16.0,John Hussey,Tennessee Titans 30 @ Indianapolis Colts 38,7,62,3,15,4,47,0,0
N.Y. Giants,12/29/2024,17.0,Bill Vinovich,Indianapolis Colts 33 @ New York Giants 45,3,21,1,10,2,11,0,0
Jacksonville,01/05/2025,18.0,Alex Kemp,Jacksonville Jaguars 23 @ Indianapolis Colts 26,3,15,1,5,1,5,1,5
Totals,,,,,93,684,48,347,33,234,12,103
