Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Kansas City,09/08/2013,1.0,Pete Morelli,Kansas City Chiefs 28 @ Jacksonville Jaguars 2,5,30,4,25,0,0,1,5
Oakland,09/15/2013,2.0,Walt Anderson,Jacksonville Jaguars 9 @ Oakland Raiders 19,10,70,6,35,2,20,2,15
Seattle,09/22/2013,3.0,Bill Vinovich,Jacksonville Jaguars 17 @ Seattle Seahawks 45,4,45,0,0,2,30,2,15
Indianapolis,09/29/2013,4.0,John Parry,Indianapolis Colts 37 @ Jacksonville Jaguars 3,9,65,2,20,5,35,2,10
St. Louis,10/06/2013,5.0,Tony Corrente,Jacksonville Jaguars 20 @ St. Louis Rams 34,4,45,0,0,2,36,2,9
Denver,10/13/2013,6.0,Jeff Triplette,Jacksonville Jaguars 19 @ Denver Broncos 35,7,62,3,21,4,41,0,0
San Diego,10/20/2013,7.0,Walt Coleman,San Diego Chargers 24 @ Jacksonville Jaguars 6,6,45,3,30,3,15,0,0
San Francisco,10/27/2013,8.0,Ed Hochuli,San Francisco 49ers 42 @ Jacksonville Jaguars 10,6,76,3,25,2,46,1,5
Tennessee,11/10/2013,10.0,John Parry,Jacksonville Jaguars 29 @ Tennessee Titans 27,4,19,2,9,2,10,0,0
Arizona,11/17/2013,11.0,Jeff Triplette,Arizona Cardinals 27 @ Jacksonville Jaguars 14,6,40,5,35,0,0,1,5
Houston,11/24/2013,12.0,Mike Carey,Jacksonville Jaguars 13 @ Houston Texans 6,7,63,6,48,1,15,0,0
Cleveland,12/01/2013,13.0,Bill Leavy,Jacksonville Jaguars 32 @ Cleveland Browns 28,5,35,1,5,3,25,1,5
Houston,12/05/2013,14.0,Tony Corrente,Houston Texans 20 @ Jacksonville Jaguars 27,8,57,5,35,1,7,2,15
Buffalo,12/15/2013,15.0,Ron Winter,Buffalo Bills 27 @ Jacksonville Jaguars 20,6,80,2,10,3,55,1,15
Tennessee,12/22/2013,16.0,Bill Vinovich,Tennessee Titans 20 @ Jacksonville Jaguars 16,4,15,1,5,2,5,1,5
Indianapolis,12/29/2013,17.0,Pete Morelli,Jacksonville Jaguars 10 @ Indianapolis Colts 30,5,50,1,10,3,25,1,15
Totals,,,,,96,797,44,313,35,365,17,119
