Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Minnesota,09/08/2013,1.0,John Parry,Minnesota Vikings 24 @ Detroit Lions 34,11,88,4,30,5,45,2,13
Arizona,09/15/2013,2.0,Pete Morelli,Detroit Lions 21 @ Arizona Cardinals 25,8,101,1,5,5,84,2,12
Washington,09/22/2013,3.0,Ed Hochuli,Detroit Lions 27 @ Washington Redskins 20,8,71,0,0,5,54,3,17
Chicago,09/29/2013,4.0,Mike Carey,Chicago Bears 32 @ Detroit Lions 40,3,25,0,0,2,10,1,15
Green Bay,10/06/2013,5.0,Jerome Boger,Detroit Lions 9 @ Green Bay Packers 22,7,50,2,15,3,20,2,15
Cleveland,10/13/2013,6.0,Walt Coleman,Detroit Lions 31 @ Cleveland Browns 17,8,65,2,10,4,35,2,20
Cincinnati,10/20/2013,7.0,Scott Green,Cincinnati Bengals 27 @ Detroit Lions 24,4,30,2,20,2,10,0,0
Dallas,10/27/2013,8.0,Bill Vinovich,Dallas Cowboys 30 @ Detroit Lions 31,8,61,5,45,3,16,0,0
Chicago,11/10/2013,10.0,Bill Leavy,Detroit Lions 21 @ Chicago Bears 19,5,51,1,15,4,36,0,0
Pittsburgh,11/17/2013,11.0,Walt Anderson,Detroit Lions 27 @ Pittsburgh Steelers 37,8,45,3,15,3,15,2,15
Tampa Bay,11/24/2013,12.0,Clete Blakeman,Tampa Bay Buccaneers 24 @ Detroit Lions 21,5,39,3,19,2,20,0,0
Green Bay,11/28/2013,13.0,Gene Steratore,Green Bay Packers 10 @ Detroit Lions 40,5,50,3,25,1,15,1,10
Philadelphia,12/08/2013,14.0,Ed Hochuli,Detroit Lions 20 @ Philadelphia Eagles 34,9,48,3,15,6,33,0,0
Baltimore,12/16/2013,15.0,Carl Cheffers,Baltimore Ravens 18 @ Detroit Lions 16,8,89,2,15,5,64,1,10
N.Y. Giants,12/22/2013,16.0,Jerome Boger,New York Giants 23 @ Detroit Lions 20,7,60,5,50,1,5,1,5
Minnesota,12/29/2013,17.0,Tony Corrente,Detroit Lions 13 @ Minnesota Vikings 14,6,52,1,12,3,25,2,15
Totals,,,,,110,925,37,291,54,487,19,147
