Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cleveland,09/11/2011,1,Bill Leavy,Cincinnati Bengals 27 @ Cleveland Browns 17,3,22,2,15,1,7,0,0
Denver,09/18/2011,2,Ed Hochuli,Cincinnati Bengals 22 @ Denver Broncos 24,7,69,2,20,3,34,2,15
San Francisco,09/25/2011,3,Jerome Boger,San Francisco 49ers 13 @ Cincinnati Bengals 8,6,40,3,20,2,10,1,10
Buffalo,10/02/2011,4,Gene Steratore,Buffalo Bills 20 @ Cincinnati Bengals 23,3,15,3,15,0,0,0,0
Jacksonville,10/09/2011,5,Al Riveron,Cincinnati Bengals 30 @ Jacksonville Jaguars 20,4,33,3,25,0,0,1,8
Indianapolis,10/16/2011,6,John Parry,Indianapolis Colts 17 @ Cincinnati Bengals 27,11,111,6,50,2,41,3,20
Seattle,10/30/2011,8,Tony Corrente,Cincinnati Bengals 34 @ Seattle Seahawks 12,7,65,5,40,1,15,1,10
Tennessee,11/06/2011,9,Jeff Triplette,Cincinnati Bengals 24 @ Tennessee Titans 17,9,87,6,50,2,30,1,7
Pittsburgh,11/13/2011,10,Bill Leavy,Pittsburgh Steelers 24 @ Cincinnati Bengals 17,4,35,2,20,1,5,1,10
Baltimore,11/20/2011,11,Ron Winter,Cincinnati Bengals 24 @ Baltimore Ravens 31,6,43,5,35,0,0,1,8
Cleveland,11/27/2011,12,Walt Anderson,Cleveland Browns 20 @ Cincinnati Bengals 23,5,35,3,25,1,5,1,5
Pittsburgh,12/04/2011,13,Carl Cheffers,Cincinnati Bengals 7 @ Pittsburgh Steelers 35,10,109,4,30,3,59,3,20
Houston,12/11/2011,14,Ed Hochuli,Houston Texans 20 @ Cincinnati Bengals 19,3,27,2,10,1,17,0,0
St. Louis,12/18/2011,15,Jerome Boger,Cincinnati Bengals 20 @ St. Louis Rams 13,11,101,7,45,3,46,1,10
Arizona,12/24/2011,16,Terry McAulay,Arizona Cardinals 16 @ Cincinnati Bengals 23,6,47,2,12,2,20,2,15
Baltimore,01/01/2012,17,Tony Corrente,Baltimore Ravens 24 @ Cincinnati Bengals 16,4,35,1,10,3,25,0,0
Houston,01/07/2012,Wildcard Weekend,Clete Blakeman,Cincinnati Bengals 10 @ Houston Texans 31,3,25,2,10,1,15,0,0
Totals,,,,,102,899,58,432,26,329,18,138
