Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tennessee,09/08/2024,1.0,Shawn Smith,Tennessee Titans 17 @ Chicago Bears 24,7,55,3,20,1,5,3,30
Houston,09/15/2024,2.0,Land Clark,Chicago Bears 13 @ Houston Texans 19,9,60,7,45,0,0,2,15
Indianapolis,09/22/2024,3.0,Adrian Hill,Chicago Bears 16 @ Indianapolis Colts 21,4,25,2,15,1,5,1,5
LA Rams,09/29/2024,4.0,Brad Rogers,Los Angeles Rams 18 @ Chicago Bears 24,10,84,6,45,3,34,1,5
Carolina,10/06/2024,5.0,Tra Blake,Carolina Panthers 10 @ Chicago Bears 36,5,46,4,33,1,13,0,0
Jacksonville,10/13/2024,6.0,Brad Allen,Jacksonville Jaguars 16 @ Chicago Bears 35,2,10,1,5,0,0,1,5
Washington,10/27/2024,8.0,Clete Blakeman,Chicago Bears 15 @ Washington Commanders 18,8,60,4,20,2,20,2,20
Arizona,11/03/2024,9.0,Carl Cheffers,Chicago Bears 9 @ Arizona Cardinals 29,6,33,5,26,0,0,1,7
New England,11/10/2024,10.0,Land Clark,New England Patriots 19 @ Chicago Bears 3,5,25,4,20,1,5,0,0
Green Bay,11/17/2024,11.0,Bill Vinovich,Green Bay Packers 20 @ Chicago Bears 19,7,50,4,25,2,10,1,15
Minnesota,11/24/2024,12.0,Clay Martin,Minnesota Vikings 30 @ Chicago Bears 27,7,80,3,20,3,50,1,10
Detroit,11/28/2024,13.0,Alan Eck,Chicago Bears 20 @ Detroit Lions 23,8,78,5,43,3,35,0,0
San Francisco,12/08/2024,14.0,Ron Torbert,Chicago Bears 13 @ San Francisco 49ers 38,2,30,0,0,1,15,1,15
Minnesota,12/16/2024,15.0,John Hussey,Chicago Bears 12 @ Minnesota Vikings 30,9,93,5,40,3,43,1,10
Detroit,12/22/2024,16.0,Clete Blakeman,Detroit Lions 34 @ Chicago Bears 17,10,70,8,50,2,20,0,0
Seattle,12/26/2024,17.0,Scott Novak,Seattle Seahawks 6 @ Chicago Bears 3,4,23,3,18,1,5,0,0
Green Bay,01/05/2025,18.0,Clay Martin,Chicago Bears 24 @ Green Bay Packers 22,7,45,4,30,2,10,1,5
Totals,,,,,110,867,68,455,26,270,16,142
