Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Denver,09/09/2019,1.0,Craig Wrolstad,Denver Broncos 16 @ Oakland Raiders 24,9,62,4,18,4,39,1,5
Kansas City,09/15/2019,2.0,Clay Martin,Kansas City Chiefs 28 @ Oakland Raiders 10,7,52,3,15,4,37,0,0
Minnesota,09/22/2019,3.0,Jerome Boger,Oakland Raiders 14 @ Minnesota Vikings 34,7,84,1,10,5,64,1,10
Indianapolis,09/29/2019,4.0,Scott Novak,Oakland Raiders 31 @ Indianapolis Colts 24,11,80,4,24,5,40,2,16
Chicago,10/06/2019,5.0,Tony Corrente,Chicago Bears 21 @ Oakland Raiders 24,6,69,4,45,2,24,0,0
Green Bay,10/20/2019,7.0,Alex Kemp,Oakland Raiders 24 @ Green Bay Packers 42,8,97,3,30,3,42,2,25
Houston,10/27/2019,8.0,Craig Wrolstad,Oakland Raiders 24 @ Houston Texans 27,11,100,3,25,6,60,2,15
Detroit,11/03/2019,9.0,Shawn Hochuli,Detroit Lions 24 @ Oakland Raiders 31,10,96,3,25,6,56,1,15
LA Chargers,11/07/2019,10.0,Walt Anderson,Los Angeles Chargers 24 @ Oakland Raiders 26,12,97,2,20,8,61,2,16
Cincinnati,11/17/2019,11.0,Shawn Smith,Cincinnati Bengals 10 @ Oakland Raiders 17,7,42,3,20,3,13,1,9
N.Y. Jets,11/24/2019,12.0,Clete Blakeman,Oakland Raiders 3 @ New York Jets 34,4,35,2,15,1,5,1,15
Kansas City,12/01/2019,13.0,John Hussey,Oakland Raiders 9 @ Kansas City Chiefs 40,12,99,3,25,7,54,2,20
Tennessee,12/08/2019,14.0,Brad Allen,Tennessee Titans 42 @ Oakland Raiders 21,3,20,1,10,2,10,0,0
Jacksonville,12/15/2019,15.0,Brad Rogers,Jacksonville Jaguars 20 @ Oakland Raiders 16,6,51,2,10,4,41,0,0
LA Chargers,12/22/2019,16.0,Clay Martin,Oakland Raiders 24 @ Los Angeles Chargers 17,5,47,1,10,4,37,0,0
Denver,12/29/2019,17.0,Shawn Smith,Oakland Raiders 15 @ Denver Broncos 16,10,107,3,20,4,51,3,36
Totals,,,,,128,1138,42,322,68,634,18,182
