Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Pittsburgh,09/07/2014,1.0,Carl Cheffers,Cleveland Browns 27 @ Pittsburgh Steelers 30,8,55,1,5,2,10,5,40
New Orleans,09/14/2014,2.0,Craig Wrolstad,New Orleans Saints 24 @ Cleveland Browns 26,4,30,2,15,1,5,1,10
Baltimore,09/21/2014,3.0,Bill Leavy,Baltimore Ravens 23 @ Cleveland Browns 21,12,94,6,45,5,44,1,5
Tennessee,10/05/2014,5.0,Gene Steratore,Cleveland Browns 29 @ Tennessee Titans 28,7,74,1,5,4,49,2,20
Pittsburgh,10/12/2014,6.0,Pete Morelli,Pittsburgh Steelers 10 @ Cleveland Browns 31,6,60,0,0,5,50,1,10
Jacksonville,10/19/2014,7.0,Tony Corrente,Cleveland Browns 6 @ Jacksonville Jaguars 24,8,50,3,20,4,20,1,10
Oakland,10/26/2014,8.0,Ron Torbert,Oakland Raiders 13 @ Cleveland Browns 23,6,30,5,25,0,0,1,5
Tampa Bay,11/02/2014,9.0,Terry McAulay,Tampa Bay Buccaneers 17 @ Cleveland Browns 22,7,44,1,4,5,25,1,15
Cincinnati,11/06/2014,10.0,Jeff Triplette,Cleveland Browns 24 @ Cincinnati Bengals 3,6,62,2,19,2,18,2,25
Houston,11/16/2014,11.0,Ed Hochuli,Houston Texans 23 @ Cleveland Browns 7,8,67,3,30,4,27,1,10
Atlanta,11/23/2014,12.0,Brad Allen,Cleveland Browns 26 @ Atlanta Falcons 24,5,30,3,20,2,10,0,0
Buffalo,11/30/2014,13.0,Jerome Boger,Cleveland Browns 10 @ Buffalo Bills 26,10,76,6,50,4,26,0,0
Indianapolis,12/07/2014,14.0,Clete Blakeman,Indianapolis Colts 25 @ Cleveland Browns 24,7,85,2,10,3,55,2,20
Cincinnati,12/14/2014,15.0,Walt Anderson,Cincinnati Bengals 30 @ Cleveland Browns 0,9,68,5,30,3,33,1,5
Carolina,12/21/2014,16.0,Ed Hochuli,Cleveland Browns 13 @ Carolina Panthers 17,6,49,1,5,3,19,2,25
Baltimore,12/28/2014,17.0,Gene Steratore,Cleveland Browns 10 @ Baltimore Ravens 20,7,58,2,15,3,18,2,25
Totals,,,,,116,932,43,298,50,409,23,225
