Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/13/2009,1.0,Pete Morelli,St. Louis Rams 0 @ Seattle Seahawks 28,10,85,8,65,1,15,1,5
Washington,09/20/2009,2.0,Jerome Boger,St. Louis Rams 7 @ Washington Redskins 9,6,45,5,40,0,0,1,5
Green Bay,09/27/2009,3.0,Walt Coleman,Green Bay Packers 36 @ St. Louis Rams 17,6,40,2,15,3,15,1,10
San Francisco,10/04/2009,4.0,Tony Corrente,St. Louis Rams 0 @ San Francisco 49ers 35,10,73,5,25,3,31,2,17
Minnesota,10/11/2009,5.0,Don Carey,Minnesota Vikings 38 @ St. Louis Rams 10,7,82,2,15,2,36,3,31
Jacksonville,10/18/2009,6.0,Jeff Triplette,St. Louis Rams 20 @ Jacksonville Jaguars 23,6,52,2,15,4,37,0,0
Indianapolis,10/25/2009,7.0,Carl Cheffers,Indianapolis Colts 42 @ St. Louis Rams 6,5,73,3,25,2,48,0,0
Detroit,11/01/2009,8.0,Ron Winter,St. Louis Rams 17 @ Detroit Lions 10,5,27,4,25,0,0,1,2
New Orleans,11/15/2009,10.0,Gene Steratore,New Orleans Saints 28 @ St. Louis Rams 23,4,20,2,10,1,5,1,5
Arizona,11/22/2009,11.0,Bill Leavy,Arizona Cardinals 21 @ St. Louis Rams 13,7,50,5,35,1,5,1,10
Seattle,11/29/2009,12.0,Scott Green,Seattle Seahawks 27 @ St. Louis Rams 17,4,35,2,20,0,0,2,15
Chicago,12/06/2009,13.0,Pete Morelli,St. Louis Rams 9 @ Chicago Bears 17,6,85,2,20,3,55,1,10
Tennessee,12/13/2009,14.0,Jeff Triplette,St. Louis Rams 7 @ Tennessee Titans 47,10,82,6,55,1,5,3,22
Houston,12/20/2009,15.0,Ed Hochuli,Houston Texans 16 @ St. Louis Rams 13,3,15,1,5,2,10,0,0
Arizona,12/27/2009,16.0,Al Riveron,St. Louis Rams 10 @ Arizona Cardinals 31,4,20,1,5,3,15,0,0
San Francisco,01/03/2010,17.0,Mike Carey,San Francisco 49ers 28 @ St. Louis Rams 6,7,50,3,15,1,10,3,25
Totals,,,,,100,834,53,390,27,287,20,157
