Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Baltimore,09/05/2024,1,Shawn Hochuli,Baltimore Ravens 20 @ Kansas City Chiefs 27,6,45,4,30,1,5,1,10
Cincinnati,09/15/2024,2,Alex Kemp,Cincinnati Bengals 25 @ Kansas City Chiefs 26,4,44,3,30,1,14,0,0
Atlanta,09/22/2024,3,Tra Blake,Kansas City Chiefs 22 @ Atlanta Falcons 17,6,61,0,0,5,51,1,10
LA Chargers,09/29/2024,4,Shawn Smith,Kansas City Chiefs 17 @ Los Angeles Chargers 10,5,40,5,40,0,0,0,0
New Orleans,10/07/2024,5,Brad Rogers,New Orleans Saints 13 @ Kansas City Chiefs 26,6,55,4,35,2,20,0,0
San Francisco,10/20/2024,7,Alan Eck,Kansas City Chiefs 28 @ San Francisco 49ers 18,4,48,0,0,4,48,0,0
Las Vegas,10/27/2024,8,Adrian Hill,Kansas City Chiefs 27 @ Las Vegas Raiders 20,8,55,4,21,1,5,3,29
Tampa Bay,11/04/2024,9,John Hussey,Tampa Bay Buccaneers 24 @ Kansas City Chiefs 30,3,30,0,0,2,20,1,10
Denver,11/10/2024,10,Brad Allen,Denver Broncos 14 @ Kansas City Chiefs 16,3,10,2,10,0,0,1,0
Buffalo,11/17/2024,11,Land Clark,Kansas City Chiefs 21 @ Buffalo Bills 30,6,57,3,25,2,27,1,5
Carolina,11/24/2024,12,Shawn Smith,Kansas City Chiefs 30 @ Carolina Panthers 27,10,91,4,34,4,45,2,12
Las Vegas,11/29/2024,13,Clay Martin,Las Vegas Raiders 17 @ Kansas City Chiefs 19,7,40,5,30,2,10,0,0
LA Chargers,12/08/2024,14,Bill Vinovich,Los Angeles Chargers 17 @ Kansas City Chiefs 19,8,98,3,24,4,64,1,10
Cleveland,12/15/2024,15,Tra Blake,Kansas City Chiefs 21 @ Cleveland Browns 7,4,30,2,10,2,20,0,0
Houston,12/21/2024,16,Carl Cheffers,Houston Texans 19 @ Kansas City Chiefs 27,2,20,1,10,0,0,1,10
Pittsburgh,12/25/2024,17,Craig Wrolstad,Kansas City Chiefs 29 @ Pittsburgh Steelers 10,9,90,6,65,1,15,2,10
Denver,01/05/2025,18,Shawn Hochuli,Kansas City Chiefs 0 @ Denver Broncos 38,3,15,1,5,1,5,1,5
Houston,01/18/2025,Divisional Playoffs,Clay Martin,Houston Texans 14 @ Kansas City Chiefs 23,4,29,2,14,1,5,1,10
Totals,,,,,98,858,49,383,33,354,16,121
