Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Jets,09/10/2017,1,John Hussey,New York Jets 12 @ Buffalo Bills 21,6,50,4,35,1,5,1,10
Carolina,09/17/2017,2,Walt Coleman,Buffalo Bills 3 @ Carolina Panthers 9,5,44,3,29,1,5,1,10
Denver,09/24/2017,3,Carl Cheffers,Denver Broncos 16 @ Buffalo Bills 26,8,69,4,35,4,34,0,0
Atlanta,10/01/2017,4,Terry McAulay,Buffalo Bills 23 @ Atlanta Falcons 17,9,55,5,34,4,21,0,0
Cincinnati,10/08/2017,5,Pete Morelli,Buffalo Bills 16 @ Cincinnati Bengals 20,6,71,2,20,4,51,0,0
Tampa Bay,10/22/2017,7,Clete Blakeman,Tampa Bay Buccaneers 27 @ Buffalo Bills 30,4,35,2,15,2,20,0,0
Oakland,10/29/2017,8,Ed Hochuli,Oakland Raiders 14 @ Buffalo Bills 34,11,95,7,60,3,20,1,15
N.Y. Jets,11/02/2017,9,Jerome Boger,Buffalo Bills 21 @ New York Jets 34,11,99,3,14,6,70,2,15
New Orleans,11/12/2017,10,Terry McAulay,New Orleans Saints 47 @ Buffalo Bills 10,8,56,2,20,5,31,1,5
LA Chargers,11/19/2017,11,John Parry,Buffalo Bills 24 @ Los Angeles Chargers 54,6,48,4,35,1,5,1,8
Kansas City,11/26/2017,12,Bill Vinovich,Buffalo Bills 16 @ Kansas City Chiefs 10,6,50,1,10,4,30,1,10
New England,12/03/2017,13,Gene Steratore,New England Patriots 23 @ Buffalo Bills 3,3,34,2,19,1,15,0,0
Indianapolis,12/10/2017,14,Brad Allen,Indianapolis Colts 7 @ Buffalo Bills 13,2,10,1,5,1,5,0,0
Miami,12/17/2017,15,Jerome Boger,Miami Dolphins 16 @ Buffalo Bills 24,3,28,1,15,1,0,1,13
New England,12/24/2017,16,Craig Wrolstad,Buffalo Bills 16 @ New England Patriots 37,4,83,1,10,3,73,0,0
Miami,12/31/2017,17,Jeff Triplette,Buffalo Bills 22 @ Miami Dolphins 16,6,45,1,5,1,5,4,35
Jacksonville,01/07/2018,Wildcard Weekend,John Hussey,Buffalo Bills 3 @ Jacksonville Jaguars 10,5,52,3,30,0,0,2,22
Totals,,,,,103,924,46,391,42,390,15,143
