Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Houston,09/09/2012,1.0,Don King,Miami Dolphins 10 @ Houston Texans 30,7,78,5,42,1,26,1,10
Oakland,09/16/2012,2.0,Mike Shepherd,Oakland Raiders 13 @ Miami Dolphins 35,3,21,0,0,2,16,1,5
N.Y. Jets,09/23/2012,3.0,Robert Frazer,New York Jets 23 @ Miami Dolphins 20,11,65,4,23,4,27,3,15
Arizona,09/30/2012,4.0,Scott Green,Miami Dolphins 21 @ Arizona Cardinals 24,4,40,2,10,1,20,1,10
Cincinnati,10/07/2012,5.0,Walt Coleman,Miami Dolphins 17 @ Cincinnati Bengals 13,2,10,1,5,1,5,0,0
St. Louis,10/14/2012,6.0,Gene Steratore,St. Louis Rams 14 @ Miami Dolphins 17,5,40,4,30,0,0,1,10
N.Y. Jets,10/28/2012,8.0,Walt Anderson,Miami Dolphins 30 @ New York Jets 9,4,31,2,21,2,10,0,0
Indianapolis,11/04/2012,9.0,Tony Corrente,Miami Dolphins 20 @ Indianapolis Colts 23,8,79,6,37,1,32,1,10
Tennessee,11/11/2012,10.0,Walt Anderson,Tennessee Titans 37 @ Miami Dolphins 3,7,67,3,35,0,0,4,32
Buffalo,11/15/2012,11.0,Jeff Triplette,Miami Dolphins 14 @ Buffalo Bills 19,6,69,1,10,5,59,0,0
Seattle,11/25/2012,12.0,Clete Blakeman,Seattle Seahawks 21 @ Miami Dolphins 24,2,15,2,15,0,0,0,0
New England,12/02/2012,13.0,Ron Winter,New England Patriots 23 @ Miami Dolphins 16,8,92,3,25,4,52,1,15
San Francisco,12/09/2012,14.0,Mike Carey,Miami Dolphins 13 @ San Francisco 49ers 27,5,43,3,20,2,23,0,0
Jacksonville,12/16/2012,15.0,John Parry,Jacksonville Jaguars 3 @ Miami Dolphins 24,5,41,2,10,2,21,1,10
Buffalo,12/23/2012,16.0,Walt Anderson,Buffalo Bills 10 @ Miami Dolphins 24,3,25,0,0,3,25,0,0
New England,12/30/2012,17.0,Jerome Boger,Miami Dolphins 0 @ New England Patriots 28,3,23,1,10,1,5,1,8
Totals,,,,,83,739,39,293,29,321,15,125
