Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Arizona,09/09/2012,1,Bruce Hermansen,Seattle Seahawks 16 @ Arizona Cardinals 20,13,90,7,47,4,28,2,15
Dallas,09/16/2012,2,Donovan Briggans,Dallas Cowboys 7 @ Seattle Seahawks 27,5,35,5,35,0,0,0,0
Green Bay,09/24/2012,3,Wayne Elliott,Green Bay Packers 12 @ Seattle Seahawks 14,14,118,7,50,6,53,1,15
St. Louis,09/30/2012,4,Mike Carey,Seattle Seahawks 13 @ St. Louis Rams 19,5,55,3,35,2,20,0,0
Carolina,10/07/2012,5,Terry McAulay,Seattle Seahawks 16 @ Carolina Panthers 12,7,65,5,45,2,20,0,0
New England,10/14/2012,6,Clete Blakeman,New England Patriots 23 @ Seattle Seahawks 24,4,35,2,15,1,15,1,5
San Francisco,10/18/2012,7,Walt Anderson,Seattle Seahawks 6 @ San Francisco 49ers 13,3,20,2,15,1,5,0,0
Detroit,10/28/2012,8,John Parry,Seattle Seahawks 24 @ Detroit Lions 28,2,10,1,5,0,0,1,5
Minnesota,11/04/2012,9,Jerome Boger,Minnesota Vikings 20 @ Seattle Seahawks 30,4,49,2,10,2,39,0,0
N.Y. Jets,11/11/2012,10,Ed Hochuli,New York Jets 7 @ Seattle Seahawks 28,7,45,4,30,2,10,1,5
Miami,11/25/2012,12,Clete Blakeman,Seattle Seahawks 21 @ Miami Dolphins 24,10,59,4,25,4,24,2,10
Chicago,12/02/2012,13,Mike Carey,Seattle Seahawks 23 @ Chicago Bears 17,8,55,3,20,4,30,1,5
Arizona,12/09/2012,14,Carl Cheffers,Arizona Cardinals 0 @ Seattle Seahawks 58,10,97,6,62,3,25,1,10
Buffalo,12/16/2012,15,Scott Green,Seattle Seahawks 50 @ Buffalo Bills 17,4,32,3,25,0,0,1,7
San Francisco,12/23/2012,16,Bill Vinovich,San Francisco 49ers 13 @ Seattle Seahawks 42,4,45,2,20,2,25,0,0
St. Louis,12/30/2012,17,Jeff Triplette,St. Louis Rams 13 @ Seattle Seahawks 20,10,80,5,35,3,35,2,10
Washington,01/06/2013,Wildcard Weekend,Pete Morelli,Seattle Seahawks 24 @ Washington Redskins 14,4,30,1,5,3,25,0,0
Atlanta,01/13/2013,Divisional Playoffs,Walt Anderson,Seattle Seahawks 28 @ Atlanta Falcons 30,6,35,1,5,2,20,3,10
Totals,,,,,120,955,63,484,41,374,16,97
