Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Minnesota,09/13/2020,1,Bill Vinovich,Green Bay Packers 43 @ Minnesota Vikings 34,6,63,2,23,4,40,0,0
Detroit,09/20/2020,2,Clete Blakeman,Detroit Lions 21 @ Green Bay Packers 42,8,60,5,35,2,20,1,5
New Orleans,09/27/2020,3,Brad Rogers,Green Bay Packers 37 @ New Orleans Saints 30,2,10,0,0,2,10,0,0
Atlanta,10/05/2020,4,Carl Cheffers,Atlanta Falcons 16 @ Green Bay Packers 30,3,30,1,10,2,20,0,0
Tampa Bay,10/18/2020,6,Jerome Boger,Green Bay Packers 10 @ Tampa Bay Buccaneers 38,6,76,2,15,4,61,0,0
Houston,10/25/2020,7,Clay Martin,Green Bay Packers 35 @ Houston Texans 20,5,40,2,10,2,20,1,10
Minnesota,11/01/2020,8,Alex Kemp,Minnesota Vikings 28 @ Green Bay Packers 22,9,85,5,50,4,35,0,0
San Francisco,11/05/2020,9,Bill Vinovich,Green Bay Packers 34 @ San Francisco 49ers 17,5,45,1,5,4,40,0,0
Jacksonville,11/15/2020,10,Shawn Smith,Jacksonville Jaguars 20 @ Green Bay Packers 24,4,35,3,30,1,5,0,0
Indianapolis,11/22/2020,11,Shawn Hochuli,Green Bay Packers 31 @ Indianapolis Colts 34,7,45,2,20,4,20,1,5
Chicago,11/29/2020,12,Clete Blakeman,Chicago Bears 25 @ Green Bay Packers 41,3,17,1,10,2,7,0,0
Philadelphia,12/06/2020,13,Bill Vinovich,Philadelphia Eagles 16 @ Green Bay Packers 30,5,30,1,5,2,10,2,15
Detroit,12/13/2020,14,Alex Kemp,Green Bay Packers 31 @ Detroit Lions 24,12,68,3,25,8,38,1,5
Carolina,12/19/2020,15,Alex Kemp,Carolina Panthers 16 @ Green Bay Packers 24,5,50,2,25,3,25,0,0
Tennessee,12/27/2020,16,Brad Allen,Tennessee Titans 14 @ Green Bay Packers 40,0,0,0,0,0,0,0,0
Chicago,01/03/2021,17,Craig Wrolstad,Green Bay Packers 35 @ Chicago Bears 16,4,30,3,25,1,5,0,0
LA Rams,01/16/2021,Divisional Playoffs,Ron Torbert,Los Angeles Rams 18 @ Green Bay Packers 32,3,22,2,17,1,5,0,0
Tampa Bay,01/24/2021,Conference Championships,Clete Blakeman,Tampa Bay Buccaneers 31 @ Green Bay Packers 26,4,30,0,0,4,30,0,0
Totals,,,,,91,736,35,305,50,391,6,40
