Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Washington,09/11/2022,1,Tra Blake,Jacksonville Jaguars 22 @ Washington Commanders 28,13,90,7,52,6,38,0,0
Indianapolis,09/18/2022,2,Alex Kemp,Indianapolis Colts 0 @ Jacksonville Jaguars 24,3,19,1,10,1,4,1,5
LA Chargers,09/25/2022,3,Craig Wrolstad,Jacksonville Jaguars 38 @ Los Angeles Chargers 10,2,10,1,5,1,5,0,0
Philadelphia,10/02/2022,4,Shawn Hochuli,Jacksonville Jaguars 21 @ Philadelphia Eagles 29,4,38,0,0,3,25,1,13
Houston,10/09/2022,5,Ron Torbert,Houston Texans 13 @ Jacksonville Jaguars 6,6,48,3,20,2,20,1,8
Indianapolis,10/16/2022,6,Jerome Boger,Jacksonville Jaguars 27 @ Indianapolis Colts 34,4,44,1,5,3,39,0,0
N.Y. Giants,10/23/2022,7,Tra Blake,New York Giants 23 @ Jacksonville Jaguars 17,13,81,5,40,7,36,1,5
Denver,10/30/2022,8,Adrian Hill,Denver Broncos 21 @ Jacksonville Jaguars 17,5,54,4,39,0,0,1,15
Las Vegas,11/06/2022,9,Bill Vinovich,Las Vegas Raiders 20 @ Jacksonville Jaguars 27,4,30,1,10,0,0,3,20
Kansas City,11/13/2022,10,Brad Rogers,Jacksonville Jaguars 17 @ Kansas City Chiefs 27,5,30,3,20,2,10,0,0
Baltimore,11/27/2022,12,Land Clark,Baltimore Ravens 27 @ Jacksonville Jaguars 28,4,19,3,14,1,5,0,0
Detroit,12/04/2022,13,Jerome Boger,Jacksonville Jaguars 14 @ Detroit Lions 40,5,24,3,14,2,10,0,0
Tennessee,12/11/2022,14,Clay Martin,Jacksonville Jaguars 36 @ Tennessee Titans 22,9,70,5,40,2,10,2,20
Dallas,12/18/2022,15,Shawn Smith,Dallas Cowboys 34 @ Jacksonville Jaguars 40,4,37,2,10,2,27,0,0
N.Y. Jets,12/22/2022,16,Brad Allen,Jacksonville Jaguars 19 @ New York Jets 3,3,25,2,10,1,15,0,0
Houston,01/01/2023,17,Scott Novak,Jacksonville Jaguars 31 @ Houston Texans 3,2,30,0,0,1,21,1,9
Tennessee,01/07/2023,18,Bill Vinovich,Tennessee Titans 16 @ Jacksonville Jaguars 20,4,25,3,14,1,11,0,0
LA Chargers,01/14/2023,Wildcard Weekend,Shawn Smith,Los Angeles Chargers 30 @ Jacksonville Jaguars 31,3,30,1,5,1,15,1,10
Kansas City,01/21/2023,Divisional Playoffs,Shawn Hochuli,Jacksonville Jaguars 20 @ Kansas City Chiefs 27,5,40,2,15,3,25,0,0
Totals,,,,,98,744,47,323,39,316,12,105
