Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Indianapolis,09/11/2016,1,Ed Hochuli,Detroit Lions 39 @ Indianapolis Colts 35,8,70,3,24,3,21,2,25
Tennessee,09/18/2016,2,Brad Allen,Tennessee Titans 16 @ Detroit Lions 15,17,138,9,90,6,33,2,15
Green Bay,09/25/2016,3,Carl Cheffers,Detroit Lions 27 @ Green Bay Packers 34,4,86,2,15,2,71,0,0
Chicago,10/02/2016,4,Tony Corrente,Detroit Lions 14 @ Chicago Bears 17,10,76,6,40,1,16,3,20
Philadelphia,10/09/2016,5,Pete Morelli,Philadelphia Eagles 23 @ Detroit Lions 24,2,18,2,18,0,0,0,0
LA Rams,10/16/2016,6,John Hussey,Los Angeles Rams 28 @ Detroit Lions 31,7,62,5,30,2,32,0,0
Washington,10/23/2016,7,Walt Coleman,Washington Redskins 17 @ Detroit Lions 20,4,30,2,20,2,10,0,0
Houston,10/30/2016,8,Brad Allen,Detroit Lions 13 @ Houston Texans 20,8,75,4,35,2,25,2,15
Minnesota,11/06/2016,9,Ed Hochuli,Detroit Lions 22 @ Minnesota Vikings 16,6,57,2,15,3,27,1,15
Jacksonville,11/20/2016,11,Bill Vinovich,Jacksonville Jaguars 19 @ Detroit Lions 26,5,32,2,6,3,26,0,0
Minnesota,11/24/2016,12,Carl Cheffers,Minnesota Vikings 13 @ Detroit Lions 16,4,16,0,0,3,15,1,1
New Orleans,12/04/2016,13,Clete Blakeman,Detroit Lions 28 @ New Orleans Saints 13,6,39,3,14,2,20,1,5
Chicago,12/11/2016,14,Jeff Triplette,Chicago Bears 17 @ Detroit Lions 20,7,55,3,30,3,15,1,10
N.Y. Giants,12/18/2016,15,Tony Corrente,Detroit Lions 6 @ New York Giants 17,2,15,1,5,0,0,1,10
Dallas,12/26/2016,16,John Hussey,Detroit Lions 21 @ Dallas Cowboys 42,5,62,2,15,3,47,0,0
Green Bay,01/01/2017,17,Jerome Boger,Green Bay Packers 31 @ Detroit Lions 24,5,30,2,15,3,15,0,0
Seattle,01/07/2017,Wildcard Weekend,Brad Allen,Detroit Lions 6 @ Seattle Seahawks 26,7,68,4,33,2,25,1,10
Totals,,,,,107,929,52,405,40,398,15,126
