Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cleveland,09/13/2009,1,John Parry,Minnesota Vikings 34 @ Cleveland Browns 20,3,38,1,5,2,33,0,0
Detroit,09/20/2009,2,Carl Cheffers,Minnesota Vikings 27 @ Detroit Lions 13,5,43,2,10,2,23,1,10
San Francisco,09/27/2009,3,Jerome Boger,San Francisco 49ers 24 @ Minnesota Vikings 27,9,52,4,24,3,16,2,12
Green Bay,10/05/2009,4,Gene Steratore,Green Bay Packers 23 @ Minnesota Vikings 30,2,10,0,0,2,10,0,0
St. Louis,10/11/2009,5,Don Carey,Minnesota Vikings 38 @ St. Louis Rams 10,5,44,1,4,4,40,0,0
Baltimore,10/18/2009,6,Mike Carey,Baltimore Ravens 31 @ Minnesota Vikings 33,3,15,2,10,1,5,0,0
Pittsburgh,10/25/2009,7,Ron Winter,Minnesota Vikings 17 @ Pittsburgh Steelers 27,11,78,8,50,3,28,0,0
Green Bay,11/01/2009,8,Tony Corrente,Minnesota Vikings 38 @ Green Bay Packers 26,3,29,1,10,2,19,0,0
Detroit,11/15/2009,10,Walt Anderson,Detroit Lions 10 @ Minnesota Vikings 27,13,91,4,30,3,16,6,45
Seattle,11/22/2009,11,Ed Hochuli,Seattle Seahawks 9 @ Minnesota Vikings 35,5,31,4,25,1,6,0,0
Chicago,11/29/2009,12,Walt Coleman,Chicago Bears 10 @ Minnesota Vikings 36,10,70,8,60,2,10,0,0
Arizona,12/06/2009,13,John Parry,Minnesota Vikings 17 @ Arizona Cardinals 30,6,50,0,0,3,20,3,30
Cincinnati,12/13/2009,14,Scott Green,Cincinnati Bengals 10 @ Minnesota Vikings 30,9,69,4,20,2,24,3,25
Carolina,12/20/2009,15,Pete Morelli,Minnesota Vikings 7 @ Carolina Panthers 26,5,45,4,30,1,15,0,0
Chicago,12/28/2009,16,Gene Steratore,Minnesota Vikings 30 @ Chicago Bears 36,4,47,2,15,1,19,1,13
N.Y. Giants,01/03/2010,17,Terry McAulay,New York Giants 7 @ Minnesota Vikings 44,8,45,8,45,0,0,0,0
Dallas,01/17/2010,Divisional Playoffs,Walt Anderson,Dallas Cowboys 3 @ Minnesota Vikings 34,8,50,4,20,0,0,4,30
New Orleans,01/24/2010,Conference Championships,Pete Morelli,Minnesota Vikings 28 @ New Orleans Saints 31,5,32,1,5,4,27,0,0
Totals,,,,,114,839,58,363,36,311,20,165
