Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cincinnati,09/11/2011,1.0,Bill Leavy,Cincinnati Bengals 27 @ Cleveland Browns 17,11,72,5,28,4,29,2,15
Indianapolis,09/18/2011,2.0,Gene Steratore,Cleveland Browns 27 @ Indianapolis Colts 19,3,49,2,15,1,34,0,0
Miami,09/25/2011,3.0,Walt Anderson,Miami Dolphins 16 @ Cleveland Browns 17,8,85,4,35,3,35,1,15
Tennessee,10/02/2011,4.0,Pete Morelli,Tennessee Titans 31 @ Cleveland Browns 13,5,40,4,30,0,0,1,10
Oakland,10/16/2011,6.0,Carl Cheffers,Cleveland Browns 17 @ Oakland Raiders 24,5,34,3,25,2,9,0,0
Seattle,10/23/2011,7.0,Mike Carey,Seattle Seahawks 3 @ Cleveland Browns 6,7,48,3,20,2,13,2,15
San Francisco,10/30/2011,8.0,Bill Leavy,Cleveland Browns 10 @ San Francisco 49ers 20,5,39,1,5,2,21,2,13
Houston,11/06/2011,9.0,Al Riveron,Cleveland Browns 12 @ Houston Texans 30,4,35,3,20,0,0,1,15
St. Louis,11/13/2011,10.0,Clete Blakeman,St. Louis Rams 13 @ Cleveland Browns 12,6,60,4,45,1,5,1,10
Jacksonville,11/20/2011,11.0,Terry McAulay,Jacksonville Jaguars 10 @ Cleveland Browns 14,9,70,4,30,4,30,1,10
Cincinnati,11/27/2011,12.0,Walt Anderson,Cleveland Browns 20 @ Cincinnati Bengals 23,3,15,1,5,1,5,1,5
Baltimore,12/04/2011,13.0,Ed Hochuli,Baltimore Ravens 24 @ Cleveland Browns 10,3,37,2,25,1,12,0,0
Pittsburgh,12/08/2011,14.0,Ed Hochuli,Cleveland Browns 3 @ Pittsburgh Steelers 14,6,54,4,35,2,19,0,0
Arizona,12/18/2011,15.0,Scott Green,Cleveland Browns 17 @ Arizona Cardinals 20,9,74,3,20,3,22,3,32
Baltimore,12/24/2011,16.0,Walt Coleman,Cleveland Browns 14 @ Baltimore Ravens 20,6,95,3,20,2,65,1,10
Pittsburgh,01/01/2012,17.0,Al Riveron,Pittsburgh Steelers 13 @ Cleveland Browns 9,5,40,0,0,3,20,2,20
Totals,,,,,95,847,46,358,31,319,18,170
