Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Minnesota,09/11/2022,1.0,Bill Vinovich,Green Bay Packers 7 @ Minnesota Vikings 23,2,10,0,0,1,5,1,5
Chicago,09/18/2022,2.0,Craig Wrolstad,Chicago Bears 10 @ Green Bay Packers 27,3,25,2,15,0,0,1,10
Tampa Bay,09/25/2022,3.0,Scott Novak,Green Bay Packers 14 @ Tampa Bay Buccaneers 12,8,65,3,25,3,25,2,15
New England,10/02/2022,4.0,Adrian Hill,New England Patriots 24 @ Green Bay Packers 27,4,40,1,10,1,15,2,15
N.Y. Giants,10/09/2022,5.0,Alex Kemp,New York Giants 27 @ Green Bay Packers 22,7,37,1,5,4,17,2,15
N.Y. Jets,10/16/2022,6.0,Clete Blakeman,New York Jets 27 @ Green Bay Packers 10,7,42,4,30,2,2,1,10
Washington,10/23/2022,7.0,Clay Martin,Green Bay Packers 21 @ Washington Commanders 23,9,69,4,34,3,25,2,10
Buffalo,10/30/2022,8.0,Ron Torbert,Green Bay Packers 17 @ Buffalo Bills 27,8,58,2,15,5,35,1,8
Detroit,11/06/2022,9.0,Tra Blake,Green Bay Packers 9 @ Detroit Lions 15,8,81,3,30,4,50,1,1
Dallas,11/13/2022,10.0,Brad Allen,Dallas Cowboys 28 @ Green Bay Packers 31,6,40,3,20,2,10,1,10
Tennessee,11/17/2022,11.0,Bill Vinovich,Tennessee Titans 27 @ Green Bay Packers 17,5,40,2,19,2,11,1,10
Philadelphia,11/27/2022,12.0,Shawn Smith,Green Bay Packers 33 @ Philadelphia Eagles 40,4,35,2,15,2,20,0,0
Chicago,12/04/2022,13.0,Scott Novak,Green Bay Packers 28 @ Chicago Bears 19,2,20,1,5,0,0,1,15
LA Rams,12/19/2022,15.0,Shawn Hochuli,Los Angeles Rams 12 @ Green Bay Packers 24,4,80,0,0,3,70,1,10
Miami,12/25/2022,16.0,Land Clark,Green Bay Packers 26 @ Miami Dolphins 20,5,40,3,25,0,0,2,15
Minnesota,01/01/2023,17.0,Carl Cheffers,Minnesota Vikings 17 @ Green Bay Packers 41,3,30,2,15,1,15,0,0
Detroit,01/08/2023,18.0,Brad Rogers,Detroit Lions 20 @ Green Bay Packers 16,4,35,2,15,1,5,1,15
Totals,,,,,89,747,35,278,34,305,20,164
