Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New England,09/09/2012,1.0,Jerry Frump,New England Patriots 34 @ Tennessee Titans 13,3,30,1,5,0,0,2,25
San Diego,09/16/2012,2.0,Bruce Hermansen,Tennessee Titans 10 @ San Diego Chargers 38,8,59,2,10,4,35,2,14
Detroit,09/23/2012,3.0,Gerald Wright,Detroit Lions 41 @ Tennessee Titans 44,6,32,3,15,2,12,1,5
Houston,09/30/2012,4.0,Carl Cheffers,Tennessee Titans 14 @ Houston Texans 38,7,73,4,45,0,0,3,28
Minnesota,10/07/2012,5.0,Jeff Triplette,Tennessee Titans 7 @ Minnesota Vikings 30,10,75,6,35,3,35,1,5
Pittsburgh,10/11/2012,6.0,Ed Hochuli,Pittsburgh Steelers 23 @ Tennessee Titans 26,5,45,3,20,2,25,0,0
Buffalo,10/21/2012,7.0,Mike Carey,Tennessee Titans 35 @ Buffalo Bills 34,3,25,1,5,2,20,0,0
Indianapolis,10/28/2012,8.0,Al Riveron,Indianapolis Colts 19 @ Tennessee Titans 13,8,65,5,40,3,25,0,0
Chicago,11/04/2012,9.0,Terry McAulay,Chicago Bears 51 @ Tennessee Titans 20,9,68,3,12,2,25,4,31
Miami,11/11/2012,10.0,Walt Anderson,Tennessee Titans 37 @ Miami Dolphins 3,4,39,3,20,1,19,0,0
Jacksonville,11/25/2012,12.0,Walt Anderson,Tennessee Titans 19 @ Jacksonville Jaguars 24,6,42,2,8,3,25,1,9
Houston,12/02/2012,13.0,Tony Corrente,Houston Texans 24 @ Tennessee Titans 10,4,35,3,25,0,0,1,10
Indianapolis,12/09/2012,14.0,Pete Morelli,Tennessee Titans 23 @ Indianapolis Colts 27,9,70,6,45,3,25,0,0
N.Y. Jets,12/17/2012,15.0,Walt Coleman,New York Jets 10 @ Tennessee Titans 14,14,111,3,28,8,60,3,23
Green Bay,12/23/2012,16.0,Clete Blakeman,Tennessee Titans 7 @ Green Bay Packers 55,5,35,2,16,2,14,1,5
Jacksonville,12/30/2012,17.0,Bill Vinovich,Jacksonville Jaguars 20 @ Tennessee Titans 38,5,43,2,15,3,28,0,0
Totals,,,,,106,847,49,344,38,348,19,155
