Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/10/2023,1,Shawn Smith,Los Angeles Rams 30 @ Seattle Seahawks 13,7,53,3,30,3,18,1,5
San Francisco,09/17/2023,2,Brad Allen,San Francisco 49ers 30 @ Los Angeles Rams 23,6,55,4,36,2,19,0,0
Cincinnati,09/25/2023,3,John Hussey,Los Angeles Rams 16 @ Cincinnati Bengals 19,4,28,2,20,2,8,0,0
Indianapolis,10/01/2023,4,Land Clark,Los Angeles Rams 29 @ Indianapolis Colts 23,8,85,3,30,3,35,2,20
Philadelphia,10/08/2023,5,Bill Vinovich,Philadelphia Eagles 23 @ Los Angeles Rams 14,5,48,2,16,3,32,0,0
Arizona,10/15/2023,6,Ron Torbert,Arizona Cardinals 9 @ Los Angeles Rams 26,6,59,2,14,3,35,1,10
Pittsburgh,10/22/2023,7,Craig Wrolstad,Pittsburgh Steelers 24 @ Los Angeles Rams 17,5,40,4,35,1,5,0,0
Dallas,10/29/2023,8,Adrian Hill,Los Angeles Rams 20 @ Dallas Cowboys 43,4,25,2,15,2,10,0,0
Green Bay,11/05/2023,9,Clete Blakeman,Los Angeles Rams 3 @ Green Bay Packers 20,5,36,3,20,1,6,1,10
Seattle,11/19/2023,11,Carl Cheffers,Seattle Seahawks 16 @ Los Angeles Rams 17,9,92,5,43,2,30,2,19
Arizona,11/26/2023,12,Shawn Smith,Los Angeles Rams 37 @ Arizona Cardinals 14,5,23,1,10,3,12,1,1
Cleveland,12/03/2023,13,John Hussey,Cleveland Browns 19 @ Los Angeles Rams 36,7,45,4,25,1,5,2,15
Baltimore,12/10/2023,14,Scott Novak,Los Angeles Rams 31 @ Baltimore Ravens 37,5,34,4,29,0,0,1,5
Washington,12/17/2023,15,Alan Eck,Washington Commanders 20 @ Los Angeles Rams 28,5,36,3,25,2,11,0,0
New Orleans,12/21/2023,16,Brad Rogers,New Orleans Saints 22 @ Los Angeles Rams 30,3,25,3,25,0,0,0,0
N.Y. Giants,12/31/2023,17,Tra Blake,Los Angeles Rams 26 @ New York Giants 25,3,28,0,0,2,14,1,14
San Francisco,01/07/2024,18,Clay Martin,Los Angeles Rams 21 @ San Francisco 49ers 20,2,8,1,5,1,3,0,0
Detroit,01/14/2024,Wildcard Weekend,Craig Wrolstad,Los Angeles Rams 23 @ Detroit Lions 24,4,36,1,10,2,21,1,5
Totals,,,,,93,756,47,388,33,264,13,104
