Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
LA Chargers,09/12/2021,1.0,Alex Kemp,Los Angeles Chargers 20 @ Washington Football Team 16,8,57,3,30,3,12,2,15
N.Y. Giants,09/16/2021,2.0,Scott Novak,New York Giants 29 @ Washington Football Team 30,9,80,2,25,5,40,2,15
Buffalo,09/26/2021,3.0,Tony Corrente,Washington Football Team 21 @ Buffalo Bills 43,5,38,3,20,1,8,1,10
Atlanta,10/03/2021,4.0,Clay Martin,Washington Football Team 34 @ Atlanta Falcons 30,6,85,3,15,3,70,0,0
New Orleans,10/10/2021,5.0,Shawn Smith,New Orleans Saints 33 @ Washington Football Team 22,5,37,4,22,1,15,0,0
Kansas City,10/17/2021,6.0,Adrian Hill,Kansas City Chiefs 31 @ Washington Football Team 13,6,44,2,15,2,9,2,20
Green Bay,10/24/2021,7.0,Ron Torbert,Washington Football Team 10 @ Green Bay Packers 24,4,50,1,10,1,25,2,15
Denver,10/31/2021,8.0,John Hussey,Washington Football Team 10 @ Denver Broncos 17,4,29,2,9,2,20,0,0
Tampa Bay,11/14/2021,10.0,Brad Rogers,Tampa Bay Buccaneers 19 @ Washington Football Team 29,3,33,1,5,2,28,0,0
Carolina,11/21/2021,11.0,Bill Vinovich,Washington Football Team 27 @ Carolina Panthers 21,8,69,4,19,3,45,1,5
Seattle,11/29/2021,12.0,Clay Martin,Seattle Seahawks 15 @ Washington Football Team 17,4,38,3,19,1,19,0,0
Las Vegas,12/05/2021,13.0,Adrian Hill,Washington Football Team 17 @ Las Vegas Raiders 15,6,47,3,20,3,27,0,0
Dallas,12/12/2021,14.0,Alex Kemp,Dallas Cowboys 27 @ Washington Football Team 20,7,65,4,30,3,35,0,0
Philadelphia,12/21/2021,15.0,Tony Corrente,Washington Football Team 17 @ Philadelphia Eagles 27,2,25,1,15,0,0,1,10
Dallas,12/26/2021,16.0,Bill Vinovich,Washington Football Team 14 @ Dallas Cowboys 56,1,13,0,0,1,13,0,0
Philadelphia,01/02/2022,17.0,Clete Blakeman,Philadelphia Eagles 20 @ Washington Football Team 16,1,4,1,4,0,0,0,0
N.Y. Giants,01/09/2022,18.0,Adrian Hill,Washington Football Team 22 @ New York Giants 7,3,29,1,5,2,24,0,0
Totals,,,,,82,743,38,263,33,390,11,90
