Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Miami,09/13/2015,1,Walt Coleman,Miami Dolphins 17 @ Washington Redskins 10,11,88,9,70,2,18,0,0
St. Louis,09/20/2015,2,Ed Hochuli,St. Louis Rams 10 @ Washington Redskins 24,7,53,4,35,2,10,1,8
N.Y. Giants,09/24/2015,3,Ron Torbert,Washington Redskins 21 @ New York Giants 32,7,58,4,32,1,5,2,21
Philadelphia,10/04/2015,4,Jerome Boger,Philadelphia Eagles 20 @ Washington Redskins 23,10,110,4,36,4,49,2,25
Atlanta,10/11/2015,5,Bill Vinovich,Washington Redskins 19 @ Atlanta Falcons 25,5,51,1,10,3,26,1,15
N.Y. Jets,10/18/2015,6,Pete Morelli,Washington Redskins 20 @ New York Jets 34,3,15,2,10,0,0,1,5
Tampa Bay,10/25/2015,7,Jeff Triplette,Tampa Bay Buccaneers 30 @ Washington Redskins 31,4,20,4,20,0,0,0,0
New England,11/08/2015,9,Terry McAulay,Washington Redskins 10 @ New England Patriots 27,4,27,2,14,2,13,0,0
New Orleans,11/15/2015,10,John Parry,New Orleans Saints 14 @ Washington Redskins 47,5,26,3,12,0,0,2,14
Carolina,11/22/2015,11,Jerome Boger,Washington Redskins 16 @ Carolina Panthers 44,9,68,2,20,7,48,0,0
N.Y. Giants,11/29/2015,12,Carl Cheffers,New York Giants 14 @ Washington Redskins 20,7,80,4,40,2,30,1,10
Dallas,12/07/2015,13,Walt Anderson,Dallas Cowboys 19 @ Washington Redskins 16,9,74,4,41,3,23,2,10
Chicago,12/13/2015,14,Ron Torbert,Washington Redskins 24 @ Chicago Bears 21,8,63,4,29,2,20,2,14
Buffalo,12/20/2015,15,Clete Blakeman,Buffalo Bills 25 @ Washington Redskins 35,5,6,3,5,2,1,0,0
Philadelphia,12/26/2015,16,Walt Coleman,Washington Redskins 38 @ Philadelphia Eagles 24,8,70,2,10,4,47,2,13
Dallas,01/03/2016,17,John Parry,Washington Redskins 34 @ Dallas Cowboys 23,3,20,3,20,0,0,0,0
Green Bay,01/10/2016,Wildcard Weekend,Gene Steratore,Green Bay Packers 35 @ Washington Redskins 18,7,55,2,10,4,35,1,10
Totals,,,,,112,884,57,414,38,325,17,145
