Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tampa Bay,09/11/2022,1,Ron Torbert,Tampa Bay Buccaneers 19 @ Dallas Cowboys 3,10,73,8,58,0,0,2,15
Cincinnati,09/18/2022,2,Brad Allen,Cincinnati Bengals 17 @ Dallas Cowboys 20,5,45,1,5,3,35,1,5
N.Y. Giants,09/26/2022,3,Land Clark,Dallas Cowboys 23 @ New York Giants 16,8,70,4,30,4,40,0,0
Washington,10/02/2022,4,Shawn Smith,Washington Commanders 10 @ Dallas Cowboys 25,4,20,2,10,2,10,0,0
LA Rams,10/09/2022,5,Bill Vinovich,Dallas Cowboys 22 @ Los Angeles Rams 10,5,42,2,17,3,25,0,0
Philadelphia,10/16/2022,6,John Hussey,Dallas Cowboys 17 @ Philadelphia Eagles 26,10,72,1,5,6,46,3,21
Detroit,10/23/2022,7,Adrian Hill,Detroit Lions 6 @ Dallas Cowboys 24,7,55,4,30,2,20,1,5
Chicago,10/30/2022,8,Brad Rogers,Chicago Bears 29 @ Dallas Cowboys 49,6,41,2,10,4,31,0,0
Green Bay,11/13/2022,10,Brad Allen,Dallas Cowboys 28 @ Green Bay Packers 31,9,83,4,36,3,28,2,19
Minnesota,11/20/2022,11,Clay Martin,Dallas Cowboys 40 @ Minnesota Vikings 3,6,39,2,15,4,24,0,0
N.Y. Giants,11/24/2022,12,Scott Novak,New York Giants 20 @ Dallas Cowboys 28,13,86,7,50,5,29,1,7
Indianapolis,12/04/2022,13,Carl Cheffers,Indianapolis Colts 19 @ Dallas Cowboys 54,3,43,1,10,1,18,1,15
Houston,12/11/2022,14,John Hussey,Houston Texans 23 @ Dallas Cowboys 27,3,10,1,5,2,5,0,0
Jacksonville,12/18/2022,15,Shawn Smith,Dallas Cowboys 34 @ Jacksonville Jaguars 40,2,18,1,5,0,0,1,13
Philadelphia,12/24/2022,16,Alex Kemp,Philadelphia Eagles 34 @ Dallas Cowboys 40,4,36,1,5,2,21,1,10
Tennessee,12/29/2022,17,Shawn Hochuli,Dallas Cowboys 27 @ Tennessee Titans 13,3,35,1,10,0,0,2,25
Washington,01/08/2023,18,Tra Blake,Dallas Cowboys 6 @ Washington Commanders 26,6,74,2,20,3,44,1,10
Tampa Bay,01/16/2023,Wildcard Weekend,Craig Wrolstad,Dallas Cowboys 31 @ Tampa Bay Buccaneers 14,2,15,2,15,0,0,0,0
San Francisco,01/22/2023,Divisional Playoffs,Bill Vinovich,Dallas Cowboys 12 @ San Francisco 49ers 19,7,50,3,20,4,30,0,0
Totals,,,,,113,907,49,356,48,406,16,145
