Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Dallas,09/09/2021,1,Shawn Hochuli,Dallas Cowboys 29 @ Tampa Bay Buccaneers 31,11,106,2,10,7,76,2,20
Atlanta,09/19/2021,2,Carl Cheffers,Atlanta Falcons 25 @ Tampa Bay Buccaneers 48,9,83,3,30,5,48,1,5
LA Rams,09/26/2021,3,Craig Wrolstad,Tampa Bay Buccaneers 24 @ Los Angeles Rams 34,7,41,5,30,2,11,0,0
New England,10/03/2021,4,Bill Vinovich,Tampa Bay Buccaneers 19 @ New England Patriots 17,7,74,3,24,3,40,1,10
Miami,10/10/2021,5,Jerome Boger,Miami Dolphins 17 @ Tampa Bay Buccaneers 45,6,47,2,9,3,33,1,5
Philadelphia,10/14/2021,6,Clay Martin,Tampa Bay Buccaneers 28 @ Philadelphia Eagles 22,7,120,2,15,5,105,0,0
Chicago,10/24/2021,7,Alex Kemp,Chicago Bears 3 @ Tampa Bay Buccaneers 38,1,10,1,10,0,0,0,0
New Orleans,10/31/2021,8,Clete Blakeman,Tampa Bay Buccaneers 27 @ New Orleans Saints 36,11,99,3,25,7,64,1,10
Washington,11/14/2021,10,Brad Rogers,Tampa Bay Buccaneers 19 @ Washington Football Team 29,6,43,3,20,3,23,0,0
N.Y. Giants,11/22/2021,11,Craig Wrolstad,New York Giants 10 @ Tampa Bay Buccaneers 30,6,39,2,15,3,19,1,5
Indianapolis,11/28/2021,12,Shawn Smith,Tampa Bay Buccaneers 38 @ Indianapolis Colts 31,4,44,1,5,2,29,1,10
Atlanta,12/05/2021,13,Tony Corrente,Tampa Bay Buccaneers 30 @ Atlanta Falcons 17,3,15,1,10,2,5,0,0
Buffalo,12/12/2021,14,Scott Novak,Buffalo Bills 27 @ Tampa Bay Buccaneers 33,4,24,0,0,3,14,1,10
New Orleans,12/19/2021,15,John Hussey,New Orleans Saints 9 @ Tampa Bay Buccaneers 0,3,30,0,0,0,0,3,30
Carolina,12/26/2021,16,Brad Allen,Tampa Bay Buccaneers 32 @ Carolina Panthers 6,6,50,2,15,3,25,1,10
N.Y. Jets,01/02/2022,17,Alex Kemp,Tampa Bay Buccaneers 28 @ New York Jets 24,4,39,3,34,1,5,0,0
Carolina,01/09/2022,18,Tony Corrente,Carolina Panthers 17 @ Tampa Bay Buccaneers 41,2,10,0,0,2,10,0,0
Philadelphia,01/16/2022,Wildcard Weekend,Craig Wrolstad,Philadelphia Eagles 15 @ Tampa Bay Buccaneers 31,4,35,1,5,2,20,1,10
LA Rams,01/23/2022,Divisional Playoffs,Shawn Hochuli,Los Angeles Rams 30 @ Tampa Bay Buccaneers 27,4,61,1,15,3,46,0,0
Totals,,,,,105,970,35,272,56,573,14,125
