Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New England,09/11/2022,1,John Hussey,New England Patriots 7 @ Miami Dolphins 20,4,20,1,5,2,10,1,5
Baltimore,09/18/2022,2,Adrian Hill,Miami Dolphins 42 @ Baltimore Ravens 38,8,51,2,20,6,31,0,0
Buffalo,09/25/2022,3,Alex Kemp,Buffalo Bills 19 @ Miami Dolphins 21,4,20,2,10,2,10,0,0
Cincinnati,09/29/2022,4,Tra Blake,Miami Dolphins 15 @ Cincinnati Bengals 27,6,41,4,21,2,20,0,0
N.Y. Jets,10/09/2022,5,Clay Martin,Miami Dolphins 17 @ New York Jets 40,11,102,6,44,5,58,0,0
Minnesota,10/16/2022,6,Brad Rogers,Minnesota Vikings 24 @ Miami Dolphins 16,10,97,8,75,2,22,0,0
Pittsburgh,10/23/2022,7,Scott Novak,Pittsburgh Steelers 10 @ Miami Dolphins 16,5,30,3,15,1,5,1,10
Detroit,10/30/2022,8,Alex Kemp,Miami Dolphins 31 @ Detroit Lions 27,7,55,2,15,4,30,1,10
Chicago,11/06/2022,9,Ron Torbert,Miami Dolphins 35 @ Chicago Bears 32,3,38,2,10,1,28,0,0
Cleveland,11/13/2022,10,Shawn Hochuli,Cleveland Browns 17 @ Miami Dolphins 39,5,43,2,20,3,23,0,0
Houston,11/27/2022,12,Jerome Boger,Houston Texans 15 @ Miami Dolphins 30,4,35,2,15,2,20,0,0
San Francisco,12/04/2022,13,Tra Blake,Miami Dolphins 17 @ San Francisco 49ers 33,8,68,3,20,3,28,2,20
LA Chargers,12/11/2022,14,Scott Novak,Miami Dolphins 17 @ Los Angeles Chargers 23,6,50,3,20,2,20,1,10
Buffalo,12/17/2022,15,Bill Vinovich,Miami Dolphins 29 @ Buffalo Bills 32,8,51,2,10,6,41,0,0
Green Bay,12/25/2022,16,Land Clark,Green Bay Packers 26 @ Miami Dolphins 20,8,62,5,40,2,12,1,10
New England,01/01/2023,17,Brad Allen,Miami Dolphins 21 @ New England Patriots 23,9,71,5,25,3,36,1,10
N.Y. Jets,01/08/2023,18,John Hussey,New York Jets 6 @ Miami Dolphins 11,5,47,3,15,2,32,0,0
Buffalo,01/15/2023,Wildcard Weekend,Brad Allen,Miami Dolphins 31 @ Buffalo Bills 34,7,34,5,24,2,10,0,0
Totals,,,,,118,915,60,404,50,436,8,75
