Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/10/2017,1.0,John Parry,Seattle Seahawks 9 @ Green Bay Packers 17,8,70,5,55,1,5,2,10
Atlanta,09/17/2017,2.0,Walt Anderson,Green Bay Packers 23 @ Atlanta Falcons 34,10,70,8,50,0,0,2,20
Cincinnati,09/24/2017,3.0,Gene Steratore,Cincinnati Bengals 24 @ Green Bay Packers 27,4,33,1,5,2,18,1,10
Chicago,09/28/2017,4.0,John Hussey,Chicago Bears 14 @ Green Bay Packers 35,7,55,2,15,3,25,2,15
Dallas,10/08/2017,5.0,Terry McAulay,Green Bay Packers 35 @ Dallas Cowboys 31,6,38,1,5,3,23,2,10
Minnesota,10/15/2017,6.0,Ron Torbert,Green Bay Packers 10 @ Minnesota Vikings 23,8,92,0,0,6,77,2,15
New Orleans,10/22/2017,7.0,Jerome Boger,New Orleans Saints 26 @ Green Bay Packers 17,8,54,2,15,2,19,4,20
Detroit,11/06/2017,9.0,Clete Blakeman,Detroit Lions 30 @ Green Bay Packers 17,2,20,0,0,2,20,0,0
Chicago,11/12/2017,10.0,Tony Corrente,Green Bay Packers 23 @ Chicago Bears 16,5,35,1,5,2,10,2,20
Baltimore,11/19/2017,11.0,Jeff Triplette,Baltimore Ravens 23 @ Green Bay Packers 0,5,53,2,15,3,38,0,0
Pittsburgh,11/26/2017,12.0,Ed Hochuli,Green Bay Packers 28 @ Pittsburgh Steelers 31,3,27,0,0,1,2,2,25
Tampa Bay,12/03/2017,13.0,Terry McAulay,Tampa Bay Buccaneers 20 @ Green Bay Packers 26,7,47,2,20,3,12,2,15
Cleveland,12/10/2017,14.0,Bill Vinovich,Green Bay Packers 27 @ Cleveland Browns 21,3,20,2,15,1,5,0,0
Carolina,12/17/2017,15.0,Craig Wrolstad,Green Bay Packers 24 @ Carolina Panthers 31,6,28,1,5,5,23,0,0
Minnesota,12/23/2017,16.0,Carl Cheffers,Minnesota Vikings 16 @ Green Bay Packers 0,6,79,2,25,4,54,0,0
Detroit,12/31/2017,17.0,Pete Morelli,Green Bay Packers 11 @ Detroit Lions 35,8,68,3,23,3,15,2,30
Totals,,,,,96,789,32,253,41,346,23,190
