Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/12/2021,1.0,Tony Corrente,Seattle Seahawks 28 @ Indianapolis Colts 16,2,16,2,16,0,0,0,0
LA Rams,09/19/2021,2.0,Shawn Smith,Los Angeles Rams 27 @ Indianapolis Colts 24,3,25,3,25,0,0,0,0
Tennessee,09/26/2021,3.0,Bill Vinovich,Indianapolis Colts 16 @ Tennessee Titans 25,4,66,1,10,2,41,1,15
Miami,10/03/2021,4.0,Alex Kemp,Indianapolis Colts 27 @ Miami Dolphins 17,8,86,4,35,3,41,1,10
Baltimore,10/11/2021,5.0,Land Clark,Indianapolis Colts 25 @ Baltimore Ravens 31,5,45,3,25,2,20,0,0
Houston,10/17/2021,6.0,Jerome Boger,Houston Texans 3 @ Indianapolis Colts 31,2,10,2,10,0,0,0,0
San Francisco,10/24/2021,7.0,Craig Wrolstad,Indianapolis Colts 30 @ San Francisco 49ers 18,6,45,6,45,0,0,0,0
Tennessee,10/31/2021,8.0,Carl Cheffers,Tennessee Titans 34 @ Indianapolis Colts 31,9,75,6,50,3,25,0,0
N.Y. Jets,11/04/2021,9.0,John Hussey,New York Jets 30 @ Indianapolis Colts 45,2,22,0,0,2,22,0,0
Jacksonville,11/14/2021,10.0,Tony Corrente,Jacksonville Jaguars 17 @ Indianapolis Colts 23,7,47,5,30,2,17,0,0
Buffalo,11/21/2021,11.0,Brad Rogers,Indianapolis Colts 41 @ Buffalo Bills 15,3,30,2,15,1,15,0,0
Tampa Bay,11/28/2021,12.0,Shawn Smith,Tampa Bay Buccaneers 38 @ Indianapolis Colts 31,6,66,2,15,4,51,0,0
Houston,12/05/2021,13.0,Ron Torbert,Indianapolis Colts 31 @ Houston Texans 0,5,25,5,25,0,0,0,0
New England,12/18/2021,15.0,Carl Cheffers,New England Patriots 17 @ Indianapolis Colts 27,2,13,0,0,2,13,0,0
Arizona,12/25/2021,16.0,Craig Wrolstad,Indianapolis Colts 22 @ Arizona Cardinals 16,5,40,5,40,0,0,0,0
Las Vegas,01/02/2022,17.0,Brad Rogers,Las Vegas Raiders 23 @ Indianapolis Colts 20,3,25,3,25,0,0,0,0
Jacksonville,01/09/2022,18.0,Clay Martin,Indianapolis Colts 11 @ Jacksonville Jaguars 26,4,52,2,20,2,32,0,0
Totals,,,,,76,688,51,386,23,277,2,25
