Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Chicago,09/09/2012,1,Wayne Elliott,Indianapolis Colts 21 @ Chicago Bears 41,3,19,0,0,3,19,0,0
Minnesota,09/16/2012,2,Don King,Minnesota Vikings 20 @ Indianapolis Colts 23,7,51,5,41,1,5,1,5
Jacksonville,09/23/2012,3,Donovan Briggans,Jacksonville Jaguars 22 @ Indianapolis Colts 17,11,106,4,35,3,34,4,37
Green Bay,10/07/2012,5,Walt Anderson,Green Bay Packers 27 @ Indianapolis Colts 30,9,100,3,15,6,85,0,0
N.Y. Jets,10/14/2012,6,Bill Leavy,Indianapolis Colts 9 @ New York Jets 35,3,27,2,22,1,5,0,0
Cleveland,10/21/2012,7,Carl Cheffers,Cleveland Browns 13 @ Indianapolis Colts 17,7,50,4,20,2,20,1,10
Tennessee,10/28/2012,8,Al Riveron,Indianapolis Colts 19 @ Tennessee Titans 13,5,45,3,35,2,10,0,0
Miami,11/04/2012,9,Tony Corrente,Miami Dolphins 20 @ Indianapolis Colts 23,11,91,4,35,4,30,3,26
Jacksonville,11/08/2012,10,Terry McAulay,Indianapolis Colts 27 @ Jacksonville Jaguars 10,6,40,0,0,6,40,0,0
New England,11/18/2012,11,John Parry,Indianapolis Colts 24 @ New England Patriots 59,1,5,0,0,0,0,1,5
Buffalo,11/25/2012,12,Ed Hochuli,Buffalo Bills 13 @ Indianapolis Colts 20,6,37,2,10,2,10,2,17
Detroit,12/02/2012,13,Bill Vinovich,Indianapolis Colts 35 @ Detroit Lions 33,4,36,1,5,2,26,1,5
Tennessee,12/09/2012,14,Pete Morelli,Tennessee Titans 23 @ Indianapolis Colts 27,6,43,1,5,3,20,2,18
Houston,12/16/2012,15,Jeff Triplette,Indianapolis Colts 17 @ Houston Texans 29,8,79,1,11,3,33,4,35
Kansas City,12/23/2012,16,Ron Winter,Indianapolis Colts 20 @ Kansas City Chiefs 13,4,48,0,0,4,48,0,0
Houston,12/30/2012,17,Clete Blakeman,Houston Texans 16 @ Indianapolis Colts 28,3,24,1,10,2,14,0,0
Baltimore,01/06/2013,Wildcard Weekend,Mike Carey,Indianapolis Colts 9 @ Baltimore Ravens 24,5,37,4,31,1,6,0,0
Totals,,,,,99,838,35,275,45,405,19,158
