Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Dallas,09/05/2012,1.0,Jim Core,Dallas Cowboys 24 @ New York Giants 17,4,33,2,15,1,5,1,13
Tampa Bay,09/16/2012,2.0,Jim Core,Tampa Bay Buccaneers 34 @ New York Giants 41,7,53,5,38,0,0,2,15
Carolina,09/20/2012,3.0,Robert Frazer,New York Giants 36 @ Carolina Panthers 7,5,38,1,10,4,28,0,0
Philadelphia,09/30/2012,4.0,Ron Winter,New York Giants 17 @ Philadelphia Eagles 19,7,55,3,30,3,15,1,10
Cleveland,10/07/2012,5.0,Clete Blakeman,Cleveland Browns 27 @ New York Giants 41,3,25,2,20,1,5,0,0
San Francisco,10/14/2012,6.0,John Parry,New York Giants 26 @ San Francisco 49ers 3,2,20,0,0,0,0,2,20
Washington,10/21/2012,7.0,Ed Hochuli,Washington Redskins 23 @ New York Giants 27,3,30,2,15,1,15,0,0
Dallas,10/28/2012,8.0,Scott Green,New York Giants 29 @ Dallas Cowboys 24,5,45,1,10,4,35,0,0
Pittsburgh,11/04/2012,9.0,Bill Leavy,Pittsburgh Steelers 24 @ New York Giants 20,7,40,3,15,3,15,1,10
Cincinnati,11/11/2012,10.0,Mike Carey,New York Giants 13 @ Cincinnati Bengals 31,1,5,0,0,0,0,1,5
Green Bay,11/25/2012,12.0,Terry McAulay,Green Bay Packers 10 @ New York Giants 38,4,24,2,15,2,9,0,0
Washington,12/03/2012,13.0,Jerome Boger,New York Giants 16 @ Washington Redskins 17,9,73,6,45,0,0,3,28
New Orleans,12/09/2012,14.0,Jeff Triplette,New Orleans Saints 27 @ New York Giants 52,6,55,5,40,1,15,0,0
Atlanta,12/16/2012,15.0,Bill Leavy,New York Giants 0 @ Atlanta Falcons 34,2,25,1,15,0,0,1,10
Baltimore,12/23/2012,16.0,Carl Cheffers,New York Giants 14 @ Baltimore Ravens 33,6,52,3,25,3,27,0,0
Philadelphia,12/30/2012,17.0,Tony Corrente,Philadelphia Eagles 7 @ New York Giants 42,1,5,0,0,1,5,0,0
Totals,,,,,72,578,36,293,24,174,12,111
