Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Washington,09/13/2015,1.0,Walt Coleman,Miami Dolphins 17 @ Washington Redskins 10,6,39,1,5,3,14,2,20
Jacksonville,09/20/2015,2.0,John Parry,Miami Dolphins 20 @ Jacksonville Jaguars 23,13,112,5,40,5,47,3,25
Buffalo,09/27/2015,3.0,Jerome Boger,Buffalo Bills 41 @ Miami Dolphins 14,6,36,3,20,2,11,1,5
N.Y. Jets,10/04/2015,4.0,Craig Wrolstad,New York Jets 27 @ Miami Dolphins 14,9,80,3,30,3,25,3,25
Tennessee,10/18/2015,6.0,Jeff Triplette,Miami Dolphins 38 @ Tennessee Titans 10,9,97,4,35,3,45,2,17
Houston,10/25/2015,7.0,John Hussey,Houston Texans 26 @ Miami Dolphins 44,8,52,2,20,4,17,2,15
New England,10/29/2015,8.0,Pete Morelli,Miami Dolphins 7 @ New England Patriots 36,7,40,4,25,3,15,0,0
Buffalo,11/08/2015,9.0,Carl Cheffers,Miami Dolphins 17 @ Buffalo Bills 33,8,62,2,15,1,15,5,32
Philadelphia,11/15/2015,10.0,Terry McAulay,Miami Dolphins 20 @ Philadelphia Eagles 19,8,84,2,1,5,68,1,15
Dallas,11/22/2015,11.0,Jeff Triplette,Dallas Cowboys 24 @ Miami Dolphins 14,9,74,6,45,2,14,1,15
N.Y. Jets,11/29/2015,12.0,Bill Vinovich,Miami Dolphins 20 @ New York Jets 38,6,45,4,35,2,10,0,0
Baltimore,12/06/2015,13.0,John Parry,Baltimore Ravens 13 @ Miami Dolphins 15,5,31,2,11,2,10,1,10
N.Y. Giants,12/14/2015,14.0,Craig Wrolstad,New York Giants 31 @ Miami Dolphins 24,12,123,6,50,5,63,1,10
San Diego,12/20/2015,15.0,John Hussey,Miami Dolphins 14 @ San Diego Chargers 30,9,72,3,15,5,52,1,5
Indianapolis,12/27/2015,16.0,Gene Steratore,Indianapolis Colts 18 @ Miami Dolphins 12,9,50,2,15,7,35,0,0
New England,01/03/2016,17.0,Ed Hochuli,New England Patriots 10 @ Miami Dolphins 20,10,93,3,25,6,58,1,10
Totals,,,,,134,1090,52,387,58,499,24,204
