Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Chicago,09/08/2024,1.0,Shawn Smith,Tennessee Titans 17 @ Chicago Bears 24,8,50,5,30,2,10,1,10
N.Y. Jets,09/15/2024,2.0,Alan Eck,New York Jets 24 @ Tennessee Titans 17,5,45,2,20,2,20,1,5
Green Bay,09/22/2024,3.0,Clay Martin,Green Bay Packers 30 @ Tennessee Titans 14,2,15,0,0,0,0,2,15
Miami,09/30/2024,4.0,Clete Blakeman,Tennessee Titans 31 @ Miami Dolphins 12,8,69,4,24,3,35,1,10
Indianapolis,10/13/2024,6.0,Brad Rogers,Indianapolis Colts 20 @ Tennessee Titans 17,11,113,5,35,5,73,1,5
Buffalo,10/20/2024,7.0,John Hussey,Tennessee Titans 10 @ Buffalo Bills 34,8,52,5,30,1,5,2,17
Detroit,10/27/2024,8.0,Carl Cheffers,Tennessee Titans 14 @ Detroit Lions 52,8,60,4,35,3,20,1,5
New England,11/03/2024,9.0,Alex Kemp,New England Patriots 17 @ Tennessee Titans 20,10,67,5,39,3,13,2,15
LA Chargers,11/10/2024,10.0,Craig Wrolstad,Tennessee Titans 17 @ Los Angeles Chargers 27,9,68,5,35,4,33,0,0
Minnesota,11/17/2024,11.0,Clete Blakeman,Minnesota Vikings 23 @ Tennessee Titans 13,13,91,5,30,7,46,1,15
Houston,11/24/2024,12.0,Brad Rogers,Tennessee Titans 32 @ Houston Texans 27,6,35,3,20,1,5,2,10
Washington,12/01/2024,13.0,Ron Torbert,Tennessee Titans 19 @ Washington Commanders 42,12,93,5,35,5,38,2,20
Jacksonville,12/08/2024,14.0,Tra Blake,Jacksonville Jaguars 10 @ Tennessee Titans 6,4,25,3,20,0,0,1,5
Cincinnati,12/15/2024,15.0,Craig Wrolstad,Cincinnati Bengals 37 @ Tennessee Titans 27,12,110,5,40,6,65,1,5
Indianapolis,12/22/2024,16.0,John Hussey,Tennessee Titans 30 @ Indianapolis Colts 38,4,35,2,15,2,20,0,0
Jacksonville,12/29/2024,17.0,Shawn Smith,Tennessee Titans 13 @ Jacksonville Jaguars 20,5,34,4,24,0,0,1,10
Houston,01/05/2025,18.0,Brad Allen,Houston Texans 23 @ Tennessee Titans 14,7,68,3,15,2,45,2,8
Totals,,,,,132,1030,65,447,46,428,21,155
