Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
LA Chargers,09/11/2022,1.0,Shawn Smith,Las Vegas Raiders 19 @ Los Angeles Chargers 24,3,11,2,10,1,1,0,0
Arizona,09/18/2022,2.0,Clete Blakeman,Arizona Cardinals 29 @ Las Vegas Raiders 23,10,68,6,40,4,28,0,0
Tennessee,09/25/2022,3.0,Brad Rogers,Las Vegas Raiders 22 @ Tennessee Titans 24,6,44,6,44,0,0,0,0
Denver,10/02/2022,4.0,Land Clark,Denver Broncos 23 @ Las Vegas Raiders 32,4,25,1,5,1,5,2,15
Kansas City,10/10/2022,5.0,Carl Cheffers,Las Vegas Raiders 29 @ Kansas City Chiefs 30,11,99,6,57,4,37,1,5
Houston,10/23/2022,7.0,John Hussey,Houston Texans 20 @ Las Vegas Raiders 38,5,44,2,15,0,0,3,29
New Orleans,10/30/2022,8.0,Scott Novak,Las Vegas Raiders 0 @ New Orleans Saints 24,6,59,3,20,1,14,2,25
Jacksonville,11/06/2022,9.0,Bill Vinovich,Las Vegas Raiders 20 @ Jacksonville Jaguars 27,5,45,2,20,0,0,3,25
Indianapolis,11/13/2022,10.0,Tra Blake,Indianapolis Colts 25 @ Las Vegas Raiders 20,10,74,6,50,3,9,1,15
Denver,11/20/2022,11.0,Shawn Smith,Las Vegas Raiders 22 @ Denver Broncos 16,9,98,5,50,3,38,1,10
Seattle,11/27/2022,12.0,Brad Allen,Las Vegas Raiders 40 @ Seattle Seahawks 34,7,50,3,25,1,5,3,20
LA Chargers,12/04/2022,13.0,Craig Wrolstad,Los Angeles Chargers 20 @ Las Vegas Raiders 27,3,15,0,0,2,10,1,5
LA Rams,12/08/2022,14.0,Brad Rogers,Las Vegas Raiders 16 @ Los Angeles Rams 17,7,94,1,10,4,73,2,11
New England,12/18/2022,15.0,Ron Torbert,New England Patriots 24 @ Las Vegas Raiders 30,13,90,8,45,3,26,2,19
Pittsburgh,12/24/2022,16.0,Tra Blake,Las Vegas Raiders 10 @ Pittsburgh Steelers 13,2,20,2,20,0,0,0,0
San Francisco,01/01/2023,17.0,Clay Martin,San Francisco 49ers 37 @ Las Vegas Raiders 34,6,49,4,24,2,25,0,0
Kansas City,01/07/2023,18.0,Scott Novak,Kansas City Chiefs 31 @ Las Vegas Raiders 13,6,47,3,26,3,21,0,0
Totals,,,,,113,932,60,461,32,292,21,179
