Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Philadelphia,09/12/2021,1.0,Scott Novak,Philadelphia Eagles 32 @ Atlanta Falcons 6,12,99,9,73,1,15,2,11
Tampa Bay,09/19/2021,2.0,Carl Cheffers,Atlanta Falcons 25 @ Tampa Bay Buccaneers 48,6,49,2,10,2,24,2,15
N.Y. Giants,09/26/2021,3.0,Adrian Hill,Atlanta Falcons 17 @ New York Giants 14,4,28,1,10,2,13,1,5
Washington,10/03/2021,4.0,Clay Martin,Washington Football Team 34 @ Atlanta Falcons 30,7,36,3,20,4,16,0,0
N.Y. Jets,10/10/2021,5.0,Tony Corrente,New York Jets 20 @ Atlanta Falcons 27,4,66,2,15,2,51,0,0
Miami,10/24/2021,7.0,Scott Novak,Atlanta Falcons 30 @ Miami Dolphins 28,3,29,0,0,1,15,2,14
Carolina,10/31/2021,8.0,Brad Allen,Carolina Panthers 19 @ Atlanta Falcons 13,3,15,1,5,2,10,0,0
New Orleans,11/07/2021,9.0,Alex Kemp,Atlanta Falcons 27 @ New Orleans Saints 25,6,76,1,10,3,46,2,20
Dallas,11/14/2021,10.0,Craig Wrolstad,Atlanta Falcons 3 @ Dallas Cowboys 43,6,41,2,20,2,10,2,11
New England,11/18/2021,11.0,Land Clark,New England Patriots 25 @ Atlanta Falcons 0,9,72,3,13,4,44,2,15
Jacksonville,11/28/2021,12.0,Carl Cheffers,Atlanta Falcons 21 @ Jacksonville Jaguars 14,5,26,2,10,0,0,3,16
Tampa Bay,12/05/2021,13.0,Tony Corrente,Tampa Bay Buccaneers 30 @ Atlanta Falcons 17,6,39,4,30,1,4,1,5
Carolina,12/12/2021,14.0,Shawn Smith,Atlanta Falcons 29 @ Carolina Panthers 21,6,60,4,30,1,15,1,15
San Francisco,12/19/2021,15.0,Clay Martin,Atlanta Falcons 13 @ San Francisco 49ers 31,4,29,3,15,1,14,0,0
Detroit,12/26/2021,16.0,Ron Torbert,Detroit Lions 16 @ Atlanta Falcons 20,2,15,1,10,1,5,0,0
Buffalo,01/02/2022,17.0,Land Clark,Atlanta Falcons 15 @ Buffalo Bills 29,4,27,2,20,1,2,1,5
New Orleans,01/09/2022,18.0,Craig Wrolstad,New Orleans Saints 30 @ Atlanta Falcons 20,5,46,2,15,3,31,0,0
Totals,,,,,92,753,42,306,31,315,19,132
