Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Buffalo,09/08/2022,1.0,Carl Cheffers,Buffalo Bills 31 @ Los Angeles Rams 10,4,30,2,10,2,20,0,0
Atlanta,09/18/2022,2.0,Clay Martin,Atlanta Falcons 27 @ Los Angeles Rams 31,3,61,1,5,2,56,0,0
Arizona,09/25/2022,3.0,Adrian Hill,Los Angeles Rams 20 @ Arizona Cardinals 12,6,35,5,35,0,0,1,0
San Francisco,10/03/2022,4.0,Brad Allen,Los Angeles Rams 9 @ San Francisco 49ers 24,1,5,1,5,0,0,0,0
Dallas,10/09/2022,5.0,Bill Vinovich,Dallas Cowboys 22 @ Los Angeles Rams 10,3,25,2,20,0,0,1,5
Carolina,10/16/2022,6.0,Tra Blake,Carolina Panthers 10 @ Los Angeles Rams 24,7,49,6,40,0,0,1,9
San Francisco,10/30/2022,8.0,John Hussey,San Francisco 49ers 31 @ Los Angeles Rams 14,4,50,1,15,3,35,0,0
Tampa Bay,11/06/2022,9.0,Shawn Hochuli,Los Angeles Rams 13 @ Tampa Bay Buccaneers 16,4,53,1,5,2,38,1,10
Arizona,11/13/2022,10.0,Clete Blakeman,Arizona Cardinals 27 @ Los Angeles Rams 17,5,29,3,20,1,3,1,6
New Orleans,11/20/2022,11.0,Ron Torbert,Los Angeles Rams 20 @ New Orleans Saints 27,6,55,3,25,1,15,2,15
Kansas City,11/27/2022,12.0,Adrian Hill,Los Angeles Rams 10 @ Kansas City Chiefs 26,5,25,1,5,3,16,1,4
Seattle,12/04/2022,13.0,Shawn Smith,Seattle Seahawks 27 @ Los Angeles Rams 23,4,39,1,5,2,20,1,14
Las Vegas,12/08/2022,14.0,Brad Rogers,Las Vegas Raiders 16 @ Los Angeles Rams 17,7,60,3,35,3,15,1,10
Green Bay,12/19/2022,15.0,Shawn Hochuli,Los Angeles Rams 12 @ Green Bay Packers 24,8,76,3,20,4,41,1,15
Denver,12/25/2022,16.0,Ron Torbert,Denver Broncos 14 @ Los Angeles Rams 51,3,6,1,5,2,1,0,0
LA Chargers,01/01/2023,17.0,Clete Blakeman,Los Angeles Rams 10 @ Los Angeles Chargers 31,3,22,3,22,0,0,0,0
Seattle,01/08/2023,18.0,Craig Wrolstad,Los Angeles Rams 16 @ Seattle Seahawks 19,3,35,1,15,1,15,1,5
Totals,,,,,76,655,38,287,26,275,12,93
