Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Chicago,09/11/2016,1,Pete Morelli,Chicago Bears 14 @ Houston Texans 23,6,69,4,34,1,20,1,15
Kansas City,09/18/2016,2,Tony Corrente,Kansas City Chiefs 12 @ Houston Texans 19,5,44,3,27,2,17,0,0
New England,09/22/2016,3,Walt Coleman,Houston Texans 0 @ New England Patriots 27,6,43,2,9,3,19,1,15
Tennessee,10/02/2016,4,Clete Blakeman,Tennessee Titans 20 @ Houston Texans 27,6,59,3,25,2,29,1,5
Minnesota,10/09/2016,5,Jeff Triplette,Houston Texans 13 @ Minnesota Vikings 31,4,15,0,0,4,15,0,0
Indianapolis,10/16/2016,6,Bill Vinovich,Indianapolis Colts 23 @ Houston Texans 26,7,59,4,34,2,20,1,5
Denver,10/24/2016,7,Carl Cheffers,Houston Texans 9 @ Denver Broncos 27,2,15,1,10,1,5,0,0
Detroit,10/30/2016,8,Brad Allen,Detroit Lions 13 @ Houston Texans 20,6,49,2,15,4,34,0,0
Jacksonville,11/13/2016,10,Ron Torbert,Houston Texans 24 @ Jacksonville Jaguars 21,4,89,2,20,2,69,0,0
Oakland,11/21/2016,11,Tony Corrente,Houston Texans 20 @ Oakland Raiders 27,7,101,2,10,5,91,0,0
San Diego,11/27/2016,12,Jeff Triplette,San Diego Chargers 21 @ Houston Texans 13,9,58,2,15,6,38,1,5
Green Bay,12/04/2016,13,Gene Steratore,Houston Texans 13 @ Green Bay Packers 21,3,12,2,10,1,2,0,0
Indianapolis,12/11/2016,14,Brad Allen,Houston Texans 22 @ Indianapolis Colts 17,7,124,2,20,4,89,1,15
Jacksonville,12/18/2016,15,Ed Hochuli,Jacksonville Jaguars 20 @ Houston Texans 21,6,71,3,25,2,36,1,10
Cincinnati,12/24/2016,16,Carl Cheffers,Cincinnati Bengals 10 @ Houston Texans 12,3,25,3,25,0,0,0,0
Tennessee,01/01/2017,17,Bill Vinovich,Houston Texans 17 @ Tennessee Titans 24,6,35,1,5,3,15,2,15
Oakland,01/07/2017,Wildcard Weekend,Ron Torbert,Oakland Raiders 14 @ Houston Texans 27,7,65,3,20,2,30,2,15
New England,01/14/2017,Divisional Playoffs,Pete Morelli,Houston Texans 16 @ New England Patriots 34,5,75,3,30,2,45,0,0
Totals,,,,,99,1008,42,334,46,574,11,100
