Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cincinnati,09/12/2021,1.0,Adrian Hill,Minnesota Vikings 24 @ Cincinnati Bengals 27,12,116,11,90,1,26,0,0
Arizona,09/19/2021,2.0,Bill Vinovich,Minnesota Vikings 33 @ Arizona Cardinals 34,3,16,3,16,0,0,0,0
Seattle,09/26/2021,3.0,Clay Martin,Seattle Seahawks 17 @ Minnesota Vikings 30,4,40,1,10,1,15,2,15
Cleveland,10/03/2021,4.0,Tony Corrente,Cleveland Browns 14 @ Minnesota Vikings 7,7,42,4,30,1,1,2,11
Detroit,10/10/2021,5.0,Clete Blakeman,Detroit Lions 17 @ Minnesota Vikings 19,7,74,3,35,4,39,0,0
Carolina,10/17/2021,6.0,Craig Wrolstad,Minnesota Vikings 34 @ Carolina Panthers 28,11,98,4,33,4,40,3,25
Dallas,10/31/2021,8.0,Scott Novak,Dallas Cowboys 20 @ Minnesota Vikings 16,7,57,3,28,4,29,0,0
Baltimore,11/07/2021,9.0,Carl Cheffers,Minnesota Vikings 31 @ Baltimore Ravens 34,8,107,3,25,5,82,0,0
LA Chargers,11/14/2021,10.0,Clay Martin,Minnesota Vikings 27 @ Los Angeles Chargers 20,10,118,6,61,4,57,0,0
Green Bay,11/21/2021,11.0,Shawn Hochuli,Green Bay Packers 31 @ Minnesota Vikings 34,3,25,0,0,3,25,0,0
San Francisco,11/28/2021,12.0,Brad Rogers,Minnesota Vikings 26 @ San Francisco 49ers 34,5,38,1,10,4,28,0,0
Detroit,12/05/2021,13.0,Craig Wrolstad,Minnesota Vikings 27 @ Detroit Lions 29,7,66,4,30,3,36,0,0
Pittsburgh,12/09/2021,14.0,Clete Blakeman,Pittsburgh Steelers 28 @ Minnesota Vikings 36,11,102,3,25,6,52,2,25
Chicago,12/20/2021,15.0,Scott Novak,Minnesota Vikings 17 @ Chicago Bears 9,7,54,3,22,3,27,1,5
LA Rams,12/26/2021,16.0,John Hussey,Los Angeles Rams 30 @ Minnesota Vikings 23,2,20,1,5,0,0,1,15
Green Bay,01/02/2022,17.0,Clay Martin,Minnesota Vikings 10 @ Green Bay Packers 37,3,23,1,5,1,3,1,15
Chicago,01/09/2022,18.0,Brad Allen,Chicago Bears 17 @ Minnesota Vikings 31,4,47,1,10,3,37,0,0
Totals,,,,,111,1043,52,435,47,497,12,111
