Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cincinnati,09/12/2010,1,Carl Cheffers,Cincinnati Bengals 24 @ New England Patriots 38,6,30,4,25,2,5,0,0
N.Y. Jets,09/19/2010,2,Ed Hochuli,New England Patriots 14 @ New York Jets 28,6,79,1,5,3,54,2,20
Buffalo,09/26/2010,3,John Parry,Buffalo Bills 30 @ New England Patriots 38,4,35,4,35,0,0,0,0
Miami,10/04/2010,4,Walt Coleman,New England Patriots 41 @ Miami Dolphins 14,2,26,1,10,1,16,0,0
Baltimore,10/17/2010,6,Bill Leavy,Baltimore Ravens 20 @ New England Patriots 23,9,78,4,25,4,48,1,5
San Diego,10/24/2010,7,Tony Corrente,New England Patriots 23 @ San Diego Chargers 20,7,51,2,21,1,5,4,25
Minnesota,10/31/2010,8,Walt Anderson,Minnesota Vikings 18 @ New England Patriots 28,6,47,2,9,3,33,1,5
Cleveland,11/07/2010,9,Clete Blakeman,New England Patriots 14 @ Cleveland Browns 34,3,20,3,20,0,0,0,0
Pittsburgh,11/14/2010,10,Carl Cheffers,New England Patriots 39 @ Pittsburgh Steelers 26,10,113,6,55,4,58,0,0
Indianapolis,11/21/2010,11,Gene Steratore,Indianapolis Colts 28 @ New England Patriots 31,1,15,0,0,1,15,0,0
Detroit,11/25/2010,12,Ron Winter,New England Patriots 45 @ Detroit Lions 24,5,50,3,27,1,13,1,10
N.Y. Jets,12/06/2010,13,Scott Green,New York Jets 3 @ New England Patriots 45,1,10,1,10,0,0,0,0
Chicago,12/12/2010,14,Mike Carey,New England Patriots 36 @ Chicago Bears 7,4,43,2,20,1,13,1,10
Green Bay,12/19/2010,15,Ed Hochuli,Green Bay Packers 27 @ New England Patriots 31,7,52,2,15,5,37,0,0
Buffalo,12/26/2010,16,Al Riveron,New England Patriots 34 @ Buffalo Bills 3,6,40,5,35,1,5,0,0
Miami,01/02/2011,17,Terry McAulay,Miami Dolphins 7 @ New England Patriots 38,5,72,3,25,2,47,0,0
N.Y. Jets,01/16/2011,Divisional Playoffs,John Parry,New York Jets 28 @ New England Patriots 21,6,44,3,25,1,9,2,10
Totals,,,,,88,805,46,362,30,358,12,85
