Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Dallas,09/10/2023,1.0,Adrian Hill,Dallas Cowboys 40 @ New York Giants 0,6,72,3,25,3,47,0,0
Arizona,09/17/2023,2.0,Land Clark,New York Giants 31 @ Arizona Cardinals 28,9,75,4,25,5,50,0,0
San Francisco,09/21/2023,3.0,Shawn Hochuli,New York Giants 12 @ San Francisco 49ers 30,6,37,2,17,4,20,0,0
Seattle,10/02/2023,4.0,Brad Rogers,Seattle Seahawks 24 @ New York Giants 3,6,45,1,10,0,0,5,35
Miami,10/08/2023,5.0,Ron Torbert,New York Giants 16 @ Miami Dolphins 31,6,43,6,43,0,0,0,0
Buffalo,10/15/2023,6.0,Tra Blake,New York Giants 9 @ Buffalo Bills 14,9,65,4,20,3,25,2,20
Washington,10/22/2023,7.0,John Hussey,Washington Commanders 7 @ New York Giants 14,4,40,2,20,2,20,0,0
N.Y. Jets,10/29/2023,8.0,Shawn Smith,New York Jets 13 @ New York Giants 10,6,73,3,21,2,37,1,15
Las Vegas,11/05/2023,9.0,Alan Eck,New York Giants 6 @ Las Vegas Raiders 30,3,8,2,8,0,0,1,0
Dallas,11/12/2023,10.0,Brad Rogers,New York Giants 17 @ Dallas Cowboys 49,2,5,0,0,2,5,0,0
Washington,11/19/2023,11.0,Brad Allen,New York Giants 31 @ Washington Commanders 19,5,33,1,5,4,28,0,0
New England,11/26/2023,12.0,Scott Novak,New England Patriots 7 @ New York Giants 10,4,37,3,25,0,0,1,12
Green Bay,12/11/2023,14.0,Land Clark,Green Bay Packers 22 @ New York Giants 24,5,47,3,15,2,32,0,0
New Orleans,12/17/2023,15.0,Carl Cheffers,New York Giants 6 @ New Orleans Saints 24,5,32,3,22,2,10,0,0
Philadelphia,12/25/2023,16.0,Ron Torbert,New York Giants 25 @ Philadelphia Eagles 33,3,13,2,10,1,3,0,0
LA Rams,12/31/2023,17.0,Tra Blake,Los Angeles Rams 26 @ New York Giants 25,7,65,5,50,1,5,1,10
Philadelphia,01/07/2024,18.0,Craig Wrolstad,Philadelphia Eagles 10 @ New York Giants 27,3,21,1,10,1,6,1,5
Totals,,,,,89,711,45,326,32,288,12,97
