Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Detroit,09/08/2024,1,Adrian Hill,Los Angeles Rams 20 @ Detroit Lions 26,6,50,3,20,2,20,1,10
Arizona,09/15/2024,2,John Hussey,Los Angeles Rams 10 @ Arizona Cardinals 41,2,10,0,0,2,10,0,0
San Francisco,09/22/2024,3,Clete Blakeman,San Francisco 49ers 24 @ Los Angeles Rams 27,8,75,4,36,4,39,0,0
Chicago,09/29/2024,4,Brad Rogers,Los Angeles Rams 18 @ Chicago Bears 24,6,44,2,15,3,24,1,5
Green Bay,10/06/2024,5,Brad Allen,Green Bay Packers 24 @ Los Angeles Rams 19,5,30,2,10,2,10,1,10
Las Vegas,10/20/2024,7,Shawn Hochuli,Las Vegas Raiders 15 @ Los Angeles Rams 20,3,28,2,10,1,18,0,0
Minnesota,10/24/2024,8,Tra Blake,Minnesota Vikings 20 @ Los Angeles Rams 30,6,40,6,40,0,0,0,0
Seattle,11/03/2024,9,Clay Martin,Los Angeles Rams 26 @ Seattle Seahawks 20,8,83,5,50,3,33,0,0
Miami,11/11/2024,10,Ron Torbert,Miami Dolphins 23 @ Los Angeles Rams 15,6,64,2,14,2,30,2,20
New England,11/17/2024,11,Shawn Smith,Los Angeles Rams 28 @ New England Patriots 22,7,66,1,5,5,56,1,5
Philadelphia,11/24/2024,12,Land Clark,Philadelphia Eagles 37 @ Los Angeles Rams 20,4,38,2,20,2,18,0,0
New Orleans,12/01/2024,13,Brad Allen,Los Angeles Rams 21 @ New Orleans Saints 14,3,30,0,0,0,0,3,30
Buffalo,12/08/2024,14,Craig Wrolstad,Buffalo Bills 42 @ Los Angeles Rams 44,9,99,3,24,6,75,0,0
San Francisco,12/12/2024,15,Clay Martin,Los Angeles Rams 12 @ San Francisco 49ers 6,4,40,3,25,0,0,1,15
N.Y. Jets,12/22/2024,16,Ron Torbert,Los Angeles Rams 19 @ New York Jets 9,5,45,4,35,0,0,1,10
Arizona,12/28/2024,17,Brad Rogers,Arizona Cardinals 9 @ Los Angeles Rams 13,7,46,5,40,1,1,1,5
Seattle,01/05/2025,18,Bill Vinovich,Seattle Seahawks 30 @ Los Angeles Rams 25,2,10,1,5,1,5,0,0
Minnesota,01/13/2025,Wildcard Weekend,John Hussey,Minnesota Vikings 9 @ Los Angeles Rams 27,10,95,6,55,3,25,1,15
Philadelphia,01/19/2025,Divisional Playoffs,Shawn Smith,Los Angeles Rams 22 @ Philadelphia Eagles 28,3,30,2,15,1,15,0,0
Totals,,,,,104,923,53,419,38,379,13,125
