Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Green Bay,09/09/2012,1,David White,San Francisco 49ers 30 @ Green Bay Packers 22,8,66,2,12,5,44,1,10
Detroit,09/16/2012,2,"Richard ""Matt"" Nicks",Detroit Lions 19 @ San Francisco 49ers 27,5,62,1,10,2,38,2,14
Minnesota,09/23/2012,3,Kent Roan,San Francisco 49ers 13 @ Minnesota Vikings 24,6,60,1,5,4,44,1,11
N.Y. Jets,09/30/2012,4,Tony Corrente,San Francisco 49ers 34 @ New York Jets 0,8,67,3,27,3,25,2,15
Buffalo,10/07/2012,5,Jerome Boger,Buffalo Bills 3 @ San Francisco 49ers 45,7,53,7,53,0,0,0,0
N.Y. Giants,10/14/2012,6,John Parry,New York Giants 26 @ San Francisco 49ers 3,6,35,4,25,1,5,1,5
Seattle,10/18/2012,7,Walt Anderson,Seattle Seahawks 6 @ San Francisco 49ers 13,5,40,2,15,2,20,1,5
Arizona,10/29/2012,8,Bill Leavy,San Francisco 49ers 24 @ Arizona Cardinals 3,10,80,5,40,3,15,2,25
St. Louis,11/11/2012,10,Clete Blakeman,St. Louis Rams 24 @ San Francisco 49ers 24,7,66,2,15,4,41,1,10
Chicago,11/19/2012,11,Tony Corrente,Chicago Bears 7 @ San Francisco 49ers 32,5,50,0,0,1,10,4,40
New Orleans,11/25/2012,12,John Parry,San Francisco 49ers 31 @ New Orleans Saints 21,10,68,7,55,3,13,0,0
St. Louis,12/02/2012,13,Carl Cheffers,San Francisco 49ers 13 @ St. Louis Rams 16,11,97,6,52,3,35,2,10
Miami,12/09/2012,14,Mike Carey,Miami Dolphins 13 @ San Francisco 49ers 27,6,45,2,15,4,30,0,0
New England,12/16/2012,15,Ed Hochuli,San Francisco 49ers 41 @ New England Patriots 34,6,88,2,20,3,58,1,10
Seattle,12/23/2012,16,Bill Vinovich,San Francisco 49ers 13 @ Seattle Seahawks 42,6,58,3,25,2,18,1,15
Arizona,12/30/2012,17,Pete Morelli,Arizona Cardinals 13 @ San Francisco 49ers 27,3,25,2,10,1,15,0,0
Green Bay,01/12/2013,Divisional Playoffs,Jerome Boger,Green Bay Packers 31 @ San Francisco 49ers 45,8,86,3,30,4,46,1,10
Atlanta,01/20/2013,Conference Championships,Terry McAulay,San Francisco 49ers 28 @ Atlanta Falcons 24,4,24,3,19,1,5,0,0
Baltimore,02/03/2013,Super Bowl,Jerome Boger,Baltimore Ravens 34 @ San Francisco 49ers 31,5,33,1,5,4,28,0,0
Totals,,,,,126,1103,56,433,50,490,20,180
