Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tennessee,09/11/2022,1,Jerome Boger,New York Giants 21 @ Tennessee Titans 20,8,45,3,20,4,20,1,5
Carolina,09/18/2022,2,Ron Torbert,Carolina Panthers 16 @ New York Giants 19,8,62,3,25,4,32,1,5
Dallas,09/26/2022,3,Land Clark,Dallas Cowboys 23 @ New York Giants 16,8,57,6,46,2,11,0,0
Chicago,10/02/2022,4,Carl Cheffers,Chicago Bears 12 @ New York Giants 20,7,55,2,10,3,30,2,15
Green Bay,10/09/2022,5,Alex Kemp,New York Giants 27 @ Green Bay Packers 22,6,63,4,25,2,38,0,0
Baltimore,10/16/2022,6,Clay Martin,Baltimore Ravens 20 @ New York Giants 24,3,25,2,15,0,0,1,10
Jacksonville,10/23/2022,7,Tra Blake,New York Giants 23 @ Jacksonville Jaguars 17,8,67,2,19,5,47,1,1
Seattle,10/30/2022,8,Jerome Boger,New York Giants 13 @ Seattle Seahawks 27,6,53,3,15,1,15,2,23
Houston,11/13/2022,10,Bill Vinovich,Houston Texans 16 @ New York Giants 24,5,24,3,11,2,13,0,0
Detroit,11/20/2022,11,Brad Rogers,Detroit Lions 31 @ New York Giants 18,8,63,4,25,2,17,2,21
Dallas,11/24/2022,12,Scott Novak,New York Giants 20 @ Dallas Cowboys 28,7,66,4,25,3,41,0,0
Washington,12/04/2022,13,Brad Allen,Washington Commanders 20 @ New York Giants 20,4,34,3,29,1,5,0,0
Philadelphia,12/11/2022,14,Clete Blakeman,Philadelphia Eagles 48 @ New York Giants 22,5,34,2,15,2,9,1,10
Washington,12/18/2022,15,John Hussey,New York Giants 20 @ Washington Commanders 12,5,30,3,20,2,10,0,0
Minnesota,12/24/2022,16,Adrian Hill,New York Giants 24 @ Minnesota Vikings 27,7,63,3,25,4,38,0,0
Indianapolis,01/01/2023,17,Craig Wrolstad,Indianapolis Colts 10 @ New York Giants 38,3,20,1,10,2,10,0,0
Philadelphia,01/08/2023,18,Carl Cheffers,New York Giants 16 @ Philadelphia Eagles 22,8,66,6,41,1,15,1,10
Minnesota,01/15/2023,Wildcard Weekend,Adrian Hill,New York Giants 31 @ Minnesota Vikings 24,5,45,2,15,2,20,1,10
Philadelphia,01/21/2023,Divisional Playoffs,Clete Blakeman,New York Giants 7 @ Philadelphia Eagles 38,1,5,0,0,1,5,0,0
Totals,,,,,112,877,56,391,43,376,13,110
