Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Atlanta,09/13/2009,1.0,Walt Coleman,Miami Dolphins 7 @ Atlanta Falcons 19,4,27,2,20,2,7,0,0
Indianapolis,09/21/2009,2.0,Terry McAulay,Indianapolis Colts 27 @ Miami Dolphins 23,4,20,1,5,2,10,1,5
San Diego,09/27/2009,3.0,Bill Leavy,Miami Dolphins 13 @ San Diego Chargers 23,7,39,5,25,2,14,0,0
Buffalo,10/04/2009,4.0,Carl Cheffers,Buffalo Bills 10 @ Miami Dolphins 38,5,45,2,10,1,15,2,20
N.Y. Jets,10/12/2009,5.0,Al Riveron,New York Jets 27 @ Miami Dolphins 31,8,112,3,19,4,83,1,10
New Orleans,10/25/2009,7.0,John Parry,New Orleans Saints 46 @ Miami Dolphins 34,8,55,4,15,4,40,0,0
N.Y. Jets,11/01/2009,8.0,Don Carey,Miami Dolphins 30 @ New York Jets 25,4,25,1,10,3,15,0,0
New England,11/08/2009,9.0,Mike Carey,Miami Dolphins 17 @ New England Patriots 27,3,35,1,5,2,30,0,0
Tampa Bay,11/15/2009,10.0,Tony Corrente,Tampa Bay Buccaneers 23 @ Miami Dolphins 25,3,30,1,5,1,15,1,10
Carolina,11/19/2009,11.0,Walt Anderson,Miami Dolphins 24 @ Carolina Panthers 17,5,30,3,20,2,10,0,0
Buffalo,11/29/2009,12.0,Jeff Triplette,Miami Dolphins 14 @ Buffalo Bills 31,6,50,4,25,1,15,1,10
New England,12/06/2009,13.0,Gene Steratore,New England Patriots 21 @ Miami Dolphins 22,2,10,0,0,2,10,0,0
Jacksonville,12/13/2009,14.0,Walt Coleman,Miami Dolphins 14 @ Jacksonville Jaguars 10,4,27,1,10,2,12,1,5
Tennessee,12/20/2009,15.0,Scott Green,Miami Dolphins 24 @ Tennessee Titans 27,8,60,5,45,3,15,0,0
Houston,12/27/2009,16.0,Ron Winter,Houston Texans 27 @ Miami Dolphins 20,4,30,4,30,0,0,0,0
Pittsburgh,01/03/2010,17.0,Bill Leavy,Pittsburgh Steelers 30 @ Miami Dolphins 24,3,45,1,4,2,41,0,0
Totals,,,,,78,640,38,248,33,332,7,60
