Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cleveland,09/09/2012,1.0,Kent Roan,Philadelphia Eagles 17 @ Cleveland Browns 16,12,110,6,55,5,45,1,10
Baltimore,09/16/2012,2.0,Robert Frazer,Baltimore Ravens 23 @ Philadelphia Eagles 24,7,58,4,33,3,25,0,0
Arizona,09/23/2012,3.0,Mike Shepherd,Philadelphia Eagles 6 @ Arizona Cardinals 27,5,65,4,50,1,15,0,0
N.Y. Giants,09/30/2012,4.0,Ron Winter,New York Giants 17 @ Philadelphia Eagles 19,5,49,1,10,4,39,0,0
Pittsburgh,10/07/2012,5.0,Tony Corrente,Philadelphia Eagles 14 @ Pittsburgh Steelers 16,5,35,2,10,2,20,1,5
Detroit,10/14/2012,6.0,Bill Vinovich,Detroit Lions 26 @ Philadelphia Eagles 23,9,60,2,15,5,25,2,20
Atlanta,10/28/2012,8.0,Gene Steratore,Atlanta Falcons 30 @ Philadelphia Eagles 17,6,57,1,10,5,47,0,0
New Orleans,11/05/2012,9.0,Clete Blakeman,Philadelphia Eagles 13 @ New Orleans Saints 28,7,58,5,50,1,5,1,3
Dallas,11/11/2012,10.0,Walt Coleman,Dallas Cowboys 38 @ Philadelphia Eagles 23,6,50,5,45,1,5,0,0
Washington,11/18/2012,11.0,Terry McAulay,Philadelphia Eagles 6 @ Washington Redskins 31,9,70,7,50,1,15,1,5
Carolina,11/26/2012,12.0,Pete Morelli,Carolina Panthers 30 @ Philadelphia Eagles 22,5,30,1,5,3,15,1,10
Dallas,12/02/2012,13.0,Jeff Triplette,Philadelphia Eagles 33 @ Dallas Cowboys 38,1,5,0,0,0,0,1,5
Tampa Bay,12/09/2012,14.0,Ron Winter,Philadelphia Eagles 23 @ Tampa Bay Buccaneers 21,2,13,0,0,1,8,1,5
Cincinnati,12/13/2012,15.0,Carl Cheffers,Cincinnati Bengals 34 @ Philadelphia Eagles 13,9,76,5,40,1,5,3,31
Washington,12/23/2012,16.0,Ed Hochuli,Washington Redskins 27 @ Philadelphia Eagles 20,4,30,3,20,0,0,1,10
N.Y. Giants,12/30/2012,17.0,Tony Corrente,Philadelphia Eagles 7 @ New York Giants 42,6,52,1,10,5,42,0,0
Totals,,,,,98,818,47,403,38,311,13,104
