Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Giants,09/08/2024,1,Alex Kemp,Minnesota Vikings 28 @ New York Giants 6,7,63,4,32,1,6,2,25
San Francisco,09/15/2024,2,Brad Allen,San Francisco 49ers 17 @ Minnesota Vikings 23,7,53,3,23,3,25,1,5
Houston,09/22/2024,3,Shawn Hochuli,Houston Texans 7 @ Minnesota Vikings 34,5,30,4,25,1,5,0,0
Green Bay,09/29/2024,4,Bill Vinovich,Minnesota Vikings 31 @ Green Bay Packers 29,7,55,5,30,2,25,0,0
N.Y. Jets,10/06/2024,5,Scott Novak,New York Jets 17 @ Minnesota Vikings 23,11,80,6,34,1,1,4,45
Detroit,10/20/2024,7,Clay Martin,Detroit Lions 31 @ Minnesota Vikings 29,8,59,7,44,1,15,0,0
LA Rams,10/24/2024,8,Tra Blake,Minnesota Vikings 20 @ Los Angeles Rams 30,9,50,2,10,6,38,1,2
Indianapolis,11/03/2024,9,Shawn Smith,Indianapolis Colts 13 @ Minnesota Vikings 21,3,41,1,10,2,31,0,0
Jacksonville,11/10/2024,10,Adrian Hill,Minnesota Vikings 12 @ Jacksonville Jaguars 7,6,40,4,20,1,15,1,5
Tennessee,11/17/2024,11,Clete Blakeman,Minnesota Vikings 23 @ Tennessee Titans 13,3,35,2,20,0,0,1,15
Chicago,11/24/2024,12,Clay Martin,Minnesota Vikings 30 @ Chicago Bears 27,5,45,4,35,0,0,1,10
Arizona,12/01/2024,13,Bill Vinovich,Arizona Cardinals 22 @ Minnesota Vikings 23,3,56,0,0,3,56,0,0
Atlanta,12/08/2024,14,Alex Kemp,Atlanta Falcons 21 @ Minnesota Vikings 42,6,35,4,25,1,5,1,5
Chicago,12/16/2024,15,John Hussey,Chicago Bears 12 @ Minnesota Vikings 30,10,56,6,40,2,6,2,10
Seattle,12/22/2024,16,Craig Wrolstad,Minnesota Vikings 27 @ Seattle Seahawks 24,7,70,3,25,4,45,0,0
Green Bay,12/29/2024,17,Carl Cheffers,Green Bay Packers 25 @ Minnesota Vikings 27,7,47,3,20,3,27,1,0
Detroit,01/05/2025,18,Brad Rogers,Minnesota Vikings 9 @ Detroit Lions 31,6,30,4,28,1,2,1,0
LA Rams,01/13/2025,Wildcard Weekend,John Hussey,Minnesota Vikings 9 @ Los Angeles Rams 27,2,20,0,0,2,20,0,0
Totals,,,,,112,865,62,421,34,322,16,122
