Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
LA Rams,09/08/2024,1,Adrian Hill,Los Angeles Rams 20 @ Detroit Lions 26,6,56,2,10,4,46,0,0
Tampa Bay,09/15/2024,2,Clay Martin,Tampa Bay Buccaneers 20 @ Detroit Lions 16,4,71,2,15,2,56,0,0
Arizona,09/22/2024,3,Brad Rogers,Detroit Lions 20 @ Arizona Cardinals 13,9,79,4,20,5,59,0,0
Seattle,09/30/2024,4,Alex Kemp,Seattle Seahawks 29 @ Detroit Lions 42,12,101,3,32,9,69,0,0
Dallas,10/13/2024,6,John Hussey,Detroit Lions 47 @ Dallas Cowboys 9,8,63,4,35,4,28,0,0
Minnesota,10/20/2024,7,Clay Martin,Detroit Lions 31 @ Minnesota Vikings 29,8,49,5,34,2,10,1,5
Tennessee,10/27/2024,8,Carl Cheffers,Tennessee Titans 14 @ Detroit Lions 52,3,29,0,0,2,19,1,10
Green Bay,11/03/2024,9,Clete Blakeman,Detroit Lions 24 @ Green Bay Packers 14,5,51,1,5,3,40,1,6
Houston,11/10/2024,10,Bill Vinovich,Detroit Lions 26 @ Houston Texans 23,4,61,2,10,1,41,1,10
Jacksonville,11/17/2024,11,Scott Novak,Jacksonville Jaguars 6 @ Detroit Lions 52,4,46,2,25,1,6,1,15
Indianapolis,11/24/2024,12,Shawn Hochuli,Detroit Lions 24 @ Indianapolis Colts 6,5,45,3,25,1,15,1,5
Chicago,11/28/2024,13,Alan Eck,Chicago Bears 20 @ Detroit Lions 23,6,79,3,40,3,39,0,0
Green Bay,12/05/2024,14,John Hussey,Green Bay Packers 31 @ Detroit Lions 34,7,56,3,30,4,26,0,0
Buffalo,12/15/2024,15,Adrian Hill,Buffalo Bills 48 @ Detroit Lions 42,5,41,3,35,2,6,0,0
Chicago,12/22/2024,16,Clete Blakeman,Detroit Lions 34 @ Chicago Bears 17,7,55,2,20,4,30,1,5
San Francisco,12/30/2024,17,Shawn Hochuli,Detroit Lions 40 @ San Francisco 49ers 34,6,57,1,10,4,42,1,5
Minnesota,01/05/2025,18,Brad Rogers,Minnesota Vikings 9 @ Detroit Lions 31,8,49,4,29,4,20,0,0
Washington,01/18/2025,Divisional Playoffs,Ron Torbert,Washington Commanders 45 @ Detroit Lions 31,5,30,2,10,3,20,0,0
Totals,,,,,112,1018,46,385,58,572,8,61
