Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tampa Bay,09/10/2023,1.0,Scott Novak,Tampa Bay Buccaneers 20 @ Minnesota Vikings 17,6,45,2,10,2,20,2,15
Philadelphia,09/14/2023,2.0,Clay Martin,Minnesota Vikings 28 @ Philadelphia Eagles 34,2,15,1,10,1,5,0,0
LA Chargers,09/24/2023,3.0,Shawn Smith,Los Angeles Chargers 28 @ Minnesota Vikings 24,6,45,6,45,0,0,0,0
Carolina,10/01/2023,4.0,Tra Blake,Minnesota Vikings 21 @ Carolina Panthers 13,7,37,3,20,2,8,2,9
Kansas City,10/08/2023,5.0,Land Clark,Kansas City Chiefs 27 @ Minnesota Vikings 20,4,51,3,20,1,31,0,0
Chicago,10/15/2023,6.0,Brad Allen,Minnesota Vikings 19 @ Chicago Bears 13,5,63,4,27,1,36,0,0
San Francisco,10/23/2023,7.0,Carl Cheffers,San Francisco 49ers 17 @ Minnesota Vikings 22,5,35,5,35,0,0,0,0
Green Bay,10/29/2023,8.0,Shawn Hochuli,Minnesota Vikings 24 @ Green Bay Packers 10,7,35,1,5,4,15,2,15
Atlanta,11/05/2023,9.0,Shawn Smith,Minnesota Vikings 31 @ Atlanta Falcons 28,1,4,1,4,0,0,0,0
New Orleans,11/12/2023,10.0,Adrian Hill,New Orleans Saints 19 @ Minnesota Vikings 27,5,35,3,25,2,10,0,0
Denver,11/19/2023,11.0,Ron Torbert,Minnesota Vikings 20 @ Denver Broncos 21,6,55,6,55,0,0,0,0
Chicago,11/27/2023,12.0,Alex Kemp,Chicago Bears 12 @ Minnesota Vikings 10,4,24,2,14,1,5,1,5
Las Vegas,12/10/2023,14.0,Craig Wrolstad,Minnesota Vikings 3 @ Las Vegas Raiders 0,5,36,3,16,0,0,2,20
Cincinnati,12/16/2023,15.0,Bill Vinovich,Minnesota Vikings 24 @ Cincinnati Bengals 27,4,22,3,15,0,0,1,7
Detroit,12/24/2023,16.0,Land Clark,Detroit Lions 30 @ Minnesota Vikings 24,8,64,4,29,3,25,1,10
Green Bay,12/31/2023,17.0,Clay Martin,Green Bay Packers 33 @ Minnesota Vikings 10,6,27,3,14,3,13,0,0
Detroit,01/07/2024,18.0,Brad Rogers,Minnesota Vikings 20 @ Detroit Lions 30,8,77,5,35,1,17,2,25
Totals,,,,,89,670,55,379,21,185,13,106
