Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Buffalo,09/07/2014,1.0,Brad Allen,Buffalo Bills 23 @ Chicago Bears 20,4,43,4,43,0,0,0,0
San Francisco,09/14/2014,2.0,Carl Cheffers,Chicago Bears 28 @ San Francisco 49ers 20,10,58,3,15,3,15,4,28
N.Y. Jets,09/22/2014,3.0,Jerome Boger,Chicago Bears 27 @ New York Jets 19,9,95,2,15,4,50,3,30
Green Bay,09/28/2014,4.0,Terry McAulay,Green Bay Packers 38 @ Chicago Bears 17,6,46,3,24,2,20,1,2
Carolina,10/05/2014,5.0,Tony Corrente,Chicago Bears 24 @ Carolina Panthers 31,10,80,5,40,2,13,3,27
Atlanta,10/12/2014,6.0,Walt Anderson,Chicago Bears 27 @ Atlanta Falcons 13,7,47,5,30,0,0,2,17
Miami,10/19/2014,7.0,Pete Morelli,Miami Dolphins 27 @ Chicago Bears 14,2,15,2,15,0,0,0,0
New England,10/26/2014,8.0,Brad Allen,Chicago Bears 23 @ New England Patriots 51,5,41,3,18,1,13,1,10
Green Bay,11/09/2014,10.0,Craig Wrolstad,Chicago Bears 14 @ Green Bay Packers 55,11,163,5,35,3,97,3,31
Minnesota,11/16/2014,11.0,Ron Torbert,Minnesota Vikings 13 @ Chicago Bears 21,7,60,5,45,1,5,1,10
Tampa Bay,11/23/2014,12.0,Walt Coleman,Tampa Bay Buccaneers 13 @ Chicago Bears 21,6,45,3,20,0,0,3,25
Detroit,11/27/2014,13.0,Bill Vinovich,Chicago Bears 17 @ Detroit Lions 34,5,41,2,19,3,22,0,0
Dallas,12/04/2014,14.0,Ed Hochuli,Dallas Cowboys 41 @ Chicago Bears 28,9,54,3,20,1,5,5,29
New Orleans,12/15/2014,15.0,Carl Cheffers,New Orleans Saints 31 @ Chicago Bears 15,9,74,4,25,3,32,2,17
Detroit,12/21/2014,16.0,Gene Steratore,Detroit Lions 20 @ Chicago Bears 14,5,86,2,20,3,66,0,0
Minnesota,12/28/2014,17.0,Jeff Triplette,Chicago Bears 9 @ Minnesota Vikings 13,8,50,7,35,1,15,0,0
Totals,,,,,113,998,58,419,27,353,28,226
