Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Buffalo,09/08/2019,1.0,Clay Martin,Buffalo Bills 17 @ New York Jets 16,8,67,3,22,5,45,0,0
Cleveland,09/16/2019,2.0,Alex Kemp,Cleveland Browns 23 @ New York Jets 3,12,89,6,39,4,30,2,20
New England,09/22/2019,3.0,Carl Cheffers,New York Jets 14 @ New England Patriots 30,5,67,3,34,2,33,0,0
Philadelphia,10/06/2019,5.0,Adrian Hill,New York Jets 6 @ Philadelphia Eagles 31,9,52,2,12,5,25,2,15
Dallas,10/13/2019,6.0,Brad Rogers,Dallas Cowboys 22 @ New York Jets 24,8,105,3,30,4,65,1,10
New England,10/21/2019,7.0,Shawn Hochuli,New England Patriots 33 @ New York Jets 0,8,60,5,35,2,17,1,8
Jacksonville,10/27/2019,8.0,Brad Allen,New York Jets 15 @ Jacksonville Jaguars 29,10,83,5,45,4,31,1,7
Miami,11/03/2019,9.0,Walt Anderson,New York Jets 18 @ Miami Dolphins 26,10,105,6,45,3,45,1,15
N.Y. Giants,11/10/2019,10.0,John Hussey,New York Giants 27 @ New York Jets 34,7,54,2,14,4,30,1,10
Washington,11/17/2019,11.0,Jerome Boger,New York Jets 34 @ Washington Redskins 17,6,55,3,29,1,1,2,25
Oakland,11/24/2019,12.0,Clete Blakeman,Oakland Raiders 3 @ New York Jets 34,4,37,3,32,0,0,1,5
Cincinnati,12/01/2019,13.0,Ron Torbert,New York Jets 6 @ Cincinnati Bengals 22,10,106,7,49,1,39,2,18
Miami,12/08/2019,14.0,Craig Wrolstad,Miami Dolphins 21 @ New York Jets 22,5,88,0,0,5,88,0,0
Baltimore,12/12/2019,15.0,John Hussey,New York Jets 21 @ Baltimore Ravens 42,8,94,2,20,5,59,1,15
Pittsburgh,12/22/2019,16.0,Shawn Hochuli,Pittsburgh Steelers 10 @ New York Jets 16,3,30,0,0,2,20,1,10
Buffalo,12/29/2019,17.0,Brad Rogers,New York Jets 13 @ Buffalo Bills 6,2,13,0,0,1,5,1,8
Totals,,,,,115,1105,50,406,48,533,17,166
