Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Pittsburgh,09/12/2010,1,Scott Green,Atlanta Falcons 9 @ Pittsburgh Steelers 15,3,24,2,15,0,0,1,9
Arizona,09/19/2010,2,Jerome Boger,Arizona Cardinals 7 @ Atlanta Falcons 41,6,75,5,60,1,15,0,0
New Orleans,09/26/2010,3,Walt Anderson,Atlanta Falcons 27 @ New Orleans Saints 24,6,40,4,30,1,5,1,5
San Francisco,10/03/2010,4,Tony Corrente,San Francisco 49ers 14 @ Atlanta Falcons 16,4,60,1,10,2,41,1,9
Cleveland,10/10/2010,5,John Parry,Atlanta Falcons 20 @ Cleveland Browns 10,6,60,2,10,3,45,1,5
Philadelphia,10/17/2010,6,Walt Coleman,Atlanta Falcons 17 @ Philadelphia Eagles 31,2,30,0,0,2,30,0,0
Cincinnati,10/24/2010,7,Al Riveron,Cincinnati Bengals 32 @ Atlanta Falcons 39,3,41,1,5,1,26,1,10
Tampa Bay,11/07/2010,9,Terry McAulay,Tampa Bay Buccaneers 21 @ Atlanta Falcons 27,4,53,2,15,2,38,0,0
Baltimore,11/11/2010,10,Ron Winter,Baltimore Ravens 21 @ Atlanta Falcons 26,1,5,0,0,0,0,1,5
St. Louis,11/21/2010,11,Walt Anderson,Atlanta Falcons 34 @ St. Louis Rams 17,3,30,3,30,0,0,0,0
Green Bay,11/28/2010,12,Pete Morelli,Green Bay Packers 17 @ Atlanta Falcons 20,4,50,2,20,2,30,0,0
Tampa Bay,12/05/2010,13,Tony Corrente,Atlanta Falcons 28 @ Tampa Bay Buccaneers 24,6,55,4,35,2,20,0,0
Carolina,12/12/2010,14,Clete Blakeman,Atlanta Falcons 31 @ Carolina Panthers 10,1,10,0,0,0,0,1,10
Seattle,12/19/2010,15,Walt Coleman,Atlanta Falcons 34 @ Seattle Seahawks 18,4,35,2,20,2,15,0,0
New Orleans,12/27/2010,16,Ed Hochuli,New Orleans Saints 17 @ Atlanta Falcons 14,1,10,1,10,0,0,0,0
Carolina,01/02/2011,17,John Parry,Carolina Panthers 10 @ Atlanta Falcons 31,4,20,2,10,2,10,0,0
Green Bay,01/15/2011,Divisional Playoffs,John Parry,Green Bay Packers 48 @ Atlanta Falcons 21,7,32,2,15,4,17,1,0
Totals,,,,,65,630,33,285,24,292,8,53
