Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Jacksonville,09/10/2017,1.0,Tony Corrente,Jacksonville Jaguars 29 @ Houston Texans 7,9,94,3,30,5,54,1,10
Cincinnati,09/14/2017,2.0,Clete Blakeman,Houston Texans 13 @ Cincinnati Bengals 9,9,61,5,38,2,10,2,13
New England,09/24/2017,3.0,John Parry,Houston Texans 33 @ New England Patriots 36,10,60,5,35,5,25,0,0
Tennessee,10/01/2017,4.0,Jeff Triplette,Tennessee Titans 14 @ Houston Texans 57,3,20,3,20,0,0,0,0
Kansas City,10/08/2017,5.0,Ron Torbert,Kansas City Chiefs 42 @ Houston Texans 34,7,59,3,30,3,24,1,5
Cleveland,10/15/2017,6.0,Brad Allen,Cleveland Browns 17 @ Houston Texans 33,4,44,1,2,3,42,0,0
Seattle,10/29/2017,8.0,Terry McAulay,Houston Texans 38 @ Seattle Seahawks 41,8,93,2,18,3,40,3,35
Indianapolis,11/05/2017,9.0,John Parry,Indianapolis Colts 20 @ Houston Texans 14,7,74,3,18,3,46,1,10
LA Rams,11/12/2017,10.0,Pete Morelli,Houston Texans 7 @ Los Angeles Rams 33,8,60,4,35,3,15,1,10
Arizona,11/19/2017,11.0,Ed Hochuli,Arizona Cardinals 21 @ Houston Texans 31,6,42,1,0,2,30,3,12
Baltimore,11/27/2017,12.0,Brad Allen,Houston Texans 16 @ Baltimore Ravens 23,6,36,3,20,3,16,0,0
Tennessee,12/03/2017,13.0,Clete Blakeman,Houston Texans 13 @ Tennessee Titans 24,11,85,6,45,5,40,0,0
San Francisco,12/10/2017,14.0,John Hussey,San Francisco 49ers 26 @ Houston Texans 16,8,82,3,25,4,52,1,5
Jacksonville,12/17/2017,15.0,Carl Cheffers,Houston Texans 7 @ Jacksonville Jaguars 45,14,127,6,35,4,48,4,44
Pittsburgh,12/25/2017,16.0,Bill Vinovich,Pittsburgh Steelers 34 @ Houston Texans 6,7,80,1,15,3,35,3,30
Indianapolis,12/31/2017,17.0,Gene Steratore,Houston Texans 13 @ Indianapolis Colts 22,7,34,0,0,5,25,2,9
Totals,,,,,124,1051,49,366,53,502,22,183
