Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Baltimore,09/13/2021,1,Shawn Smith,Baltimore Ravens 27 @ Las Vegas Raiders 33,10,62,8,52,1,5,1,5
Pittsburgh,09/19/2021,2,Jerome Boger,Las Vegas Raiders 26 @ Pittsburgh Steelers 17,5,40,4,25,1,15,0,0
Miami,09/26/2021,3,Carl Cheffers,Miami Dolphins 28 @ Las Vegas Raiders 31,8,104,4,43,4,61,0,0
LA Chargers,10/04/2021,4,John Hussey,Las Vegas Raiders 14 @ Los Angeles Chargers 28,7,58,3,25,3,25,1,8
Chicago,10/10/2021,5,Craig Wrolstad,Chicago Bears 20 @ Las Vegas Raiders 9,10,82,5,40,5,42,0,0
Denver,10/17/2021,6,Ron Torbert,Las Vegas Raiders 34 @ Denver Broncos 24,6,54,3,24,3,30,0,0
Philadelphia,10/24/2021,7,Clete Blakeman,Philadelphia Eagles 22 @ Las Vegas Raiders 33,7,65,5,45,2,20,0,0
N.Y. Giants,11/07/2021,9,Clay Martin,Las Vegas Raiders 16 @ New York Giants 23,6,65,3,25,2,32,1,8
Kansas City,11/14/2021,10,Bill Vinovich,Kansas City Chiefs 41 @ Las Vegas Raiders 14,9,68,3,19,4,29,2,20
Cincinnati,11/21/2021,11,Jerome Boger,Cincinnati Bengals 32 @ Las Vegas Raiders 13,7,77,1,15,5,52,1,10
Dallas,11/25/2021,12,Shawn Hochuli,Las Vegas Raiders 36 @ Dallas Cowboys 33,14,110,6,56,4,33,4,21
Washington,12/05/2021,13,Adrian Hill,Washington Football Team 17 @ Las Vegas Raiders 15,6,54,0,0,5,45,1,9
Kansas City,12/12/2021,14,Brad Allen,Las Vegas Raiders 9 @ Kansas City Chiefs 48,9,85,2,25,7,60,0,0
Cleveland,12/20/2021,15,Craig Wrolstad,Las Vegas Raiders 16 @ Cleveland Browns 14,7,64,5,45,1,14,1,5
Denver,12/26/2021,16,Scott Novak,Denver Broncos 13 @ Las Vegas Raiders 17,3,37,1,6,2,31,0,0
Indianapolis,01/02/2022,17,Brad Rogers,Las Vegas Raiders 23 @ Indianapolis Colts 20,6,41,4,25,2,16,0,0
LA Chargers,01/09/2022,18,Clete Blakeman,Los Angeles Chargers 32 @ Las Vegas Raiders 35,4,38,1,13,2,10,1,15
Cincinnati,01/15/2022,Wildcard Weekend,Jerome Boger,Las Vegas Raiders 19 @ Cincinnati Bengals 26,7,46,7,46,0,0,0,0
Totals,,,,,131,1150,65,529,53,520,13,101
