Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
LA Chargers,09/17/2017,2.0,Tony Corrente,Miami Dolphins 19 @ Los Angeles Chargers 17,5,23,2,15,3,8,0,0
N.Y. Jets,09/24/2017,3.0,Terry McAulay,Miami Dolphins 6 @ New York Jets 20,8,51,3,20,4,26,1,5
New Orleans,10/01/2017,4.0,Ed Hochuli,New Orleans Saints 20 @ Miami Dolphins 0,11,90,7,55,3,25,1,10
Tennessee,10/08/2017,5.0,Bill Vinovich,Tennessee Titans 10 @ Miami Dolphins 16,5,23,1,5,2,6,2,12
Atlanta,10/15/2017,6.0,John Hussey,Miami Dolphins 20 @ Atlanta Falcons 17,4,42,2,20,2,22,0,0
N.Y. Jets,10/22/2017,7.0,Walt Coleman,New York Jets 28 @ Miami Dolphins 31,9,76,5,45,3,26,1,5
Baltimore,10/26/2017,8.0,John Parry,Miami Dolphins 0 @ Baltimore Ravens 40,7,43,2,10,4,28,1,5
Oakland,11/05/2017,9.0,Terry McAulay,Oakland Raiders 27 @ Miami Dolphins 24,11,107,7,60,3,38,1,9
Carolina,11/13/2017,10.0,Gene Steratore,Miami Dolphins 21 @ Carolina Panthers 45,7,57,3,25,3,22,1,10
Tampa Bay,11/19/2017,11.0,Tony Corrente,Tampa Bay Buccaneers 30 @ Miami Dolphins 20,17,123,12,90,2,9,3,24
New England,11/26/2017,12.0,Ron Torbert,Miami Dolphins 17 @ New England Patriots 35,6,52,1,10,5,42,0,0
Denver,12/03/2017,13.0,Carl Cheffers,Denver Broncos 9 @ Miami Dolphins 35,7,85,4,45,1,15,2,25
New England,12/11/2017,14.0,Pete Morelli,New England Patriots 20 @ Miami Dolphins 27,8,102,2,20,4,57,2,25
Buffalo,12/17/2017,15.0,Jerome Boger,Miami Dolphins 16 @ Buffalo Bills 24,7,60,3,30,3,15,1,15
Kansas City,12/24/2017,16.0,Jeff Triplette,Miami Dolphins 13 @ Kansas City Chiefs 29,11,75,4,40,7,35,0,0
Buffalo,12/31/2017,17.0,Jeff Triplette,Buffalo Bills 22 @ Miami Dolphins 16,14,145,7,63,7,82,0,0
Totals,,,,,137,1154,65,553,56,456,16,145
