Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
St. Louis,09/09/2012,1.0,Donovan Briggans,St. Louis Rams 23 @ Detroit Lions 27,3,27,1,15,0,0,2,12
San Francisco,09/16/2012,2.0,"Richard ""Matt"" Nicks",Detroit Lions 19 @ San Francisco 49ers 27,8,67,3,25,3,27,2,15
Tennessee,09/23/2012,3.0,Gerald Wright,Detroit Lions 41 @ Tennessee Titans 44,10,91,2,19,8,72,0,0
Minnesota,09/30/2012,4.0,Clete Blakeman,Minnesota Vikings 20 @ Detroit Lions 13,5,72,1,5,4,67,0,0
Philadelphia,10/14/2012,6.0,Bill Vinovich,Detroit Lions 26 @ Philadelphia Eagles 23,16,132,8,60,8,72,0,0
Chicago,10/22/2012,7.0,Al Riveron,Detroit Lions 7 @ Chicago Bears 13,5,47,1,5,3,37,1,5
Seattle,10/28/2012,8.0,John Parry,Seattle Seahawks 24 @ Detroit Lions 28,5,61,1,5,3,51,1,5
Jacksonville,11/04/2012,9.0,Gene Steratore,Detroit Lions 31 @ Jacksonville Jaguars 14,5,42,2,20,2,17,1,5
Minnesota,11/11/2012,10.0,Pete Morelli,Detroit Lions 24 @ Minnesota Vikings 34,6,57,3,30,2,20,1,7
Green Bay,11/18/2012,11.0,Ron Winter,Green Bay Packers 24 @ Detroit Lions 20,7,50,4,35,3,15,0,0
Houston,11/22/2012,12.0,Walt Coleman,Houston Texans 34 @ Detroit Lions 31,7,70,3,25,2,20,2,25
Indianapolis,12/02/2012,13.0,Bill Vinovich,Indianapolis Colts 35 @ Detroit Lions 33,8,61,2,15,6,46,0,0
Green Bay,12/09/2012,14.0,Tony Corrente,Detroit Lions 20 @ Green Bay Packers 27,5,55,3,30,1,15,1,10
Arizona,12/16/2012,15.0,Jerome Boger,Detroit Lions 10 @ Arizona Cardinals 38,7,63,5,25,2,38,0,0
Atlanta,12/22/2012,16.0,Gene Steratore,Atlanta Falcons 31 @ Detroit Lions 18,2,20,1,15,1,5,0,0
Chicago,12/30/2012,17.0,Bill Leavy,Chicago Bears 26 @ Detroit Lions 24,4,29,2,11,1,3,1,15
Totals,,,,,103,944,42,340,49,505,12,99
