Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Houston,09/11/2011,1.0,Walt Coleman,Indianapolis Colts 7 @ Houston Texans 34,6,60,5,55,1,5,0,0
Cleveland,09/18/2011,2.0,Gene Steratore,Cleveland Browns 27 @ Indianapolis Colts 19,4,21,2,10,2,11,0,0
Pittsburgh,09/25/2011,3.0,Terry McAulay,Pittsburgh Steelers 23 @ Indianapolis Colts 20,3,21,1,9,1,2,1,10
Tampa Bay,10/03/2011,4.0,Ron Winter,Indianapolis Colts 17 @ Tampa Bay Buccaneers 24,6,50,1,5,3,25,2,20
Kansas City,10/09/2011,5.0,Carl Cheffers,Kansas City Chiefs 28 @ Indianapolis Colts 24,4,40,2,15,1,10,1,15
Cincinnati,10/16/2011,6.0,John Parry,Indianapolis Colts 17 @ Cincinnati Bengals 27,2,11,1,5,1,6,0,0
New Orleans,10/23/2011,7.0,Scott Green,Indianapolis Colts 7 @ New Orleans Saints 62,7,49,4,35,3,14,0,0
Tennessee,10/30/2011,8.0,Jerome Boger,Indianapolis Colts 10 @ Tennessee Titans 27,10,66,4,17,3,25,3,24
Atlanta,11/06/2011,9.0,Mike Carey,Atlanta Falcons 31 @ Indianapolis Colts 7,6,32,3,17,2,10,1,5
Jacksonville,11/13/2011,10.0,Jeff Triplette,Jacksonville Jaguars 17 @ Indianapolis Colts 3,6,40,4,20,1,5,1,15
Carolina,11/27/2011,12.0,Tony Corrente,Carolina Panthers 27 @ Indianapolis Colts 19,2,15,1,10,1,5,0,0
New England,12/04/2011,13.0,Ron Winter,Indianapolis Colts 24 @ New England Patriots 31,5,29,4,24,1,5,0,0
Baltimore,12/11/2011,14.0,Clete Blakeman,Indianapolis Colts 10 @ Baltimore Ravens 24,3,15,1,5,2,10,0,0
Tennessee,12/18/2011,15.0,Pete Morelli,Tennessee Titans 13 @ Indianapolis Colts 27,4,25,1,10,1,5,2,10
Houston,12/22/2011,16.0,Jerome Boger,Houston Texans 16 @ Indianapolis Colts 19,4,35,3,20,1,15,0,0
Jacksonville,01/01/2012,17.0,John Parry,Indianapolis Colts 13 @ Jacksonville Jaguars 19,4,40,0,0,4,40,0,0
Totals,,,,,76,549,37,257,28,193,11,99
