Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Minnesota,09/08/2024,1.0,Alex Kemp,Minnesota Vikings 28 @ New York Giants 6,9,95,6,39,2,51,1,5
Washington,09/15/2024,2.0,Scott Novak,New York Giants 18 @ Washington Commanders 21,5,20,2,10,2,10,1,0
Cleveland,09/22/2024,3.0,Craig Wrolstad,New York Giants 21 @ Cleveland Browns 15,9,68,5,40,3,23,1,5
Dallas,09/26/2024,4.0,Clay Martin,Dallas Cowboys 20 @ New York Giants 15,4,35,4,35,0,0,0,0
Seattle,10/06/2024,5.0,Shawn Smith,New York Giants 29 @ Seattle Seahawks 20,2,20,1,15,0,0,1,5
Cincinnati,10/13/2024,6.0,Carl Cheffers,Cincinnati Bengals 17 @ New York Giants 7,2,9,2,9,0,0,0,0
Philadelphia,10/20/2024,7.0,Tra Blake,Philadelphia Eagles 28 @ New York Giants 3,5,35,2,15,1,0,2,20
Pittsburgh,10/28/2024,8.0,Scott Novak,New York Giants 18 @ Pittsburgh Steelers 26,11,65,9,55,2,10,0,0
Washington,11/03/2024,9.0,Brad Allen,Washington Commanders 27 @ New York Giants 22,4,51,1,10,2,34,1,7
Carolina,11/10/2024,10.0,Shawn Hochuli,New York Giants 17 @ Carolina Panthers 20,3,15,2,10,1,5,0,0
Tampa Bay,11/24/2024,12.0,Adrian Hill,Tampa Bay Buccaneers 30 @ New York Giants 7,4,42,2,15,2,27,0,0
Dallas,11/28/2024,13.0,Brad Rogers,New York Giants 20 @ Dallas Cowboys 27,13,98,6,45,6,48,1,5
New Orleans,12/08/2024,14.0,Clete Blakeman,New Orleans Saints 14 @ New York Giants 11,12,112,6,45,2,32,4,35
Baltimore,12/15/2024,15.0,Brad Allen,Baltimore Ravens 35 @ New York Giants 14,6,44,3,15,0,0,3,29
Atlanta,12/22/2024,16.0,Tra Blake,New York Giants 7 @ Atlanta Falcons 34,10,85,8,50,2,35,0,0
Indianapolis,12/29/2024,17.0,Bill Vinovich,Indianapolis Colts 33 @ New York Giants 45,7,94,5,31,2,63,0,0
Philadelphia,01/05/2025,18.0,Ron Torbert,New York Giants 13 @ Philadelphia Eagles 20,6,40,3,15,3,25,0,0
Totals,,,,,112,928,67,454,30,363,15,111
