Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Arizona,09/08/2013,1.0,Clete Blakeman,Arizona Cardinals 24 @ St. Louis Rams 27,7,59,3,18,2,28,2,13
Atlanta,09/15/2013,2.0,Scott Green,St. Louis Rams 24 @ Atlanta Falcons 31,7,53,2,15,1,5,4,33
Dallas,09/22/2013,3.0,Carl Cheffers,St. Louis Rams 7 @ Dallas Cowboys 31,5,41,1,9,1,6,3,26
San Francisco,09/26/2013,4.0,Jeff Triplette,San Francisco 49ers 35 @ St. Louis Rams 11,8,82,2,10,4,52,2,20
Jacksonville,10/06/2013,5.0,Tony Corrente,Jacksonville Jaguars 20 @ St. Louis Rams 34,6,53,0,0,0,0,6,53
Houston,10/13/2013,6.0,Bill Leavy,St. Louis Rams 38 @ Houston Texans 13,9,74,3,14,6,60,0,0
Carolina,10/20/2013,7.0,Bill Vinovich,St. Louis Rams 15 @ Carolina Panthers 30,8,68,4,38,4,30,0,0
Seattle,10/28/2013,8.0,Gene Steratore,Seattle Seahawks 14 @ St. Louis Rams 9,8,53,4,25,3,18,1,10
Tennessee,11/03/2013,9.0,Pete Morelli,Tennessee Titans 28 @ St. Louis Rams 21,6,44,2,15,3,24,1,5
Indianapolis,11/10/2013,10.0,Terry McAulay,St. Louis Rams 38 @ Indianapolis Colts 8,8,46,1,5,6,26,1,15
Chicago,11/24/2013,12.0,Jerome Boger,Chicago Bears 21 @ St. Louis Rams 42,6,39,1,10,4,24,1,5
San Francisco,12/01/2013,13.0,Bill Vinovich,St. Louis Rams 13 @ San Francisco 49ers 23,11,105,3,25,7,65,1,15
Arizona,12/08/2013,14.0,Walt Coleman,St. Louis Rams 10 @ Arizona Cardinals 30,11,90,3,15,6,65,2,10
New Orleans,12/15/2013,15.0,Mike Carey,New Orleans Saints 16 @ St. Louis Rams 27,4,30,0,0,3,25,1,5
Tampa Bay,12/22/2013,16.0,John Parry,Tampa Bay Buccaneers 13 @ St. Louis Rams 23,7,85,0,0,6,75,1,10
Seattle,12/29/2013,17.0,Jeff Triplette,St. Louis Rams 9 @ Seattle Seahawks 27,12,87,2,9,6,41,4,37
Totals,,,,,123,1009,31,208,62,544,30,257
