Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Miami,09/08/2019,1,Jerome Boger,Baltimore Ravens 59 @ Miami Dolphins 10,4,40,2,20,1,15,1,5
Arizona,09/15/2019,2,Ron Torbert,Arizona Cardinals 17 @ Baltimore Ravens 23,10,62,5,34,2,5,3,23
Kansas City,09/22/2019,3,John Hussey,Baltimore Ravens 28 @ Kansas City Chiefs 33,7,60,3,25,4,35,0,0
Cleveland,09/29/2019,4,Shawn Hochuli,Cleveland Browns 40 @ Baltimore Ravens 25,3,15,1,5,2,10,0,0
Pittsburgh,10/06/2019,5,Walt Anderson,Baltimore Ravens 26 @ Pittsburgh Steelers 23,11,92,3,30,7,52,1,10
Cincinnati,10/13/2019,6,Clay Martin,Cincinnati Bengals 17 @ Baltimore Ravens 23,10,81,5,34,4,37,1,10
Seattle,10/20/2019,7,Brad Allen,Baltimore Ravens 30 @ Seattle Seahawks 16,8,75,3,15,3,35,2,25
New England,11/03/2019,9,Carl Cheffers,New England Patriots 20 @ Baltimore Ravens 37,4,34,2,9,1,15,1,10
Cincinnati,11/10/2019,10,Scott Novak,Baltimore Ravens 49 @ Cincinnati Bengals 13,5,35,1,5,2,20,2,10
Houston,11/17/2019,11,Alex Kemp,Houston Texans 7 @ Baltimore Ravens 41,8,65,5,30,3,35,0,0
LA Rams,11/25/2019,12,Craig Wrolstad,Baltimore Ravens 45 @ Los Angeles Rams 6,8,66,4,36,4,30,0,0
San Francisco,12/01/2019,13,Brad Allen,San Francisco 49ers 17 @ Baltimore Ravens 20,3,23,1,5,2,18,0,0
Buffalo,12/08/2019,14,Shawn Smith,Baltimore Ravens 24 @ Buffalo Bills 17,9,99,1,10,7,87,1,2
N.Y. Jets,12/12/2019,15,John Hussey,New York Jets 21 @ Baltimore Ravens 42,6,35,3,15,0,0,3,20
Cleveland,12/22/2019,16,Alex Kemp,Baltimore Ravens 31 @ Cleveland Browns 15,7,50,1,10,5,31,1,9
Pittsburgh,12/29/2019,17,Bill Vinovich,Pittsburgh Steelers 10 @ Baltimore Ravens 28,6,35,2,10,1,5,3,20
Tennessee,01/11/2020,Divisional Playoffs,Bill Vinovich,Tennessee Titans 28 @ Baltimore Ravens 12,7,56,4,35,1,6,2,15
Totals,,,,,116,923,46,328,49,436,21,159
