Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tennessee,09/09/2012,1,Jerry Frump,New England Patriots 34 @ Tennessee Titans 13,3,20,0,0,3,20,0,0
Arizona,09/16/2012,2,David Scott,Arizona Cardinals 20 @ New England Patriots 18,8,60,3,20,2,20,3,20
Baltimore,09/23/2012,3,Bruce Hermansen,New England Patriots 30 @ Baltimore Ravens 31,10,83,3,25,5,44,2,14
Buffalo,09/30/2012,4,John Parry,New England Patriots 52 @ Buffalo Bills 28,1,10,0,0,0,0,1,10
Denver,10/07/2012,5,Gene Steratore,Denver Broncos 21 @ New England Patriots 31,6,59,4,30,1,19,1,10
Seattle,10/14/2012,6,Clete Blakeman,New England Patriots 23 @ Seattle Seahawks 24,6,80,3,20,3,60,0,0
N.Y. Jets,10/21/2012,7,Jeff Triplette,New York Jets 26 @ New England Patriots 29,6,40,3,25,3,15,0,0
St. Louis,10/28/2012,8,Walt Coleman,New England Patriots 45 @ St. Louis Rams 7,8,42,3,17,4,20,1,5
Buffalo,11/11/2012,10,Bill Leavy,Buffalo Bills 31 @ New England Patriots 37,7,73,1,5,6,68,0,0
Indianapolis,11/18/2012,11,John Parry,Indianapolis Colts 24 @ New England Patriots 59,4,70,1,10,3,60,0,0
N.Y. Jets,11/22/2012,12,Mike Carey,New England Patriots 49 @ New York Jets 19,8,36,3,19,5,17,0,0
Miami,12/02/2012,13,Ron Winter,New England Patriots 23 @ Miami Dolphins 16,6,50,3,26,2,19,1,5
Houston,12/10/2012,14,Terry McAulay,Houston Texans 14 @ New England Patriots 42,6,56,2,20,4,36,0,0
San Francisco,12/16/2012,15,Ed Hochuli,San Francisco 49ers 41 @ New England Patriots 34,8,73,3,13,2,40,3,20
Jacksonville,12/23/2012,16,Jeff Triplette,New England Patriots 23 @ Jacksonville Jaguars 16,4,39,1,5,3,34,0,0
Miami,12/30/2012,17,Jerome Boger,Miami Dolphins 0 @ New England Patriots 28,6,48,4,25,1,15,1,8
Houston,01/13/2013,Divisional Playoffs,Tony Corrente,Houston Texans 28 @ New England Patriots 41,5,56,2,25,2,16,1,15
Baltimore,01/20/2013,Conference Championships,Bill Leavy,Baltimore Ravens 28 @ New England Patriots 13,4,40,1,10,2,20,1,10
Totals,,,,,106,935,40,295,51,523,15,117
