Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Baltimore,09/11/2022,1.0,Craig Wrolstad,Baltimore Ravens 24 @ New York Jets 9,6,81,4,40,1,32,1,9
Cleveland,09/18/2022,2.0,Tra Blake,New York Jets 31 @ Cleveland Browns 30,8,57,5,30,2,12,1,15
Cincinnati,09/25/2022,3.0,Jerome Boger,Cincinnati Bengals 27 @ New York Jets 12,4,55,2,25,2,30,0,0
Pittsburgh,10/02/2022,4.0,Brad Rogers,New York Jets 24 @ Pittsburgh Steelers 20,7,64,4,25,2,30,1,9
Miami,10/09/2022,5.0,Clay Martin,Miami Dolphins 17 @ New York Jets 40,5,105,2,10,3,95,0,0
Green Bay,10/16/2022,6.0,Clete Blakeman,New York Jets 27 @ Green Bay Packers 10,7,79,2,19,4,50,1,10
Denver,10/23/2022,7.0,Bill Vinovich,New York Jets 16 @ Denver Broncos 9,11,85,6,50,4,30,1,5
New England,10/30/2022,8.0,Shawn Smith,New England Patriots 22 @ New York Jets 17,4,41,2,13,2,28,0,0
Buffalo,11/06/2022,9.0,Land Clark,Buffalo Bills 17 @ New York Jets 20,3,30,1,5,0,0,2,25
New England,11/20/2022,11.0,Carl Cheffers,New York Jets 3 @ New England Patriots 10,3,15,1,5,0,0,2,10
Chicago,11/27/2022,12.0,John Hussey,Chicago Bears 10 @ New York Jets 31,1,5,1,5,0,0,0,0
Minnesota,12/04/2022,13.0,Clete Blakeman,New York Jets 22 @ Minnesota Vikings 27,6,40,3,25,3,15,0,0
Buffalo,12/11/2022,14.0,Alex Kemp,New York Jets 12 @ Buffalo Bills 20,7,61,3,20,3,31,1,10
Detroit,12/18/2022,15.0,Craig Wrolstad,Detroit Lions 20 @ New York Jets 17,2,20,2,20,0,0,0,0
Jacksonville,12/22/2022,16.0,Brad Allen,Jacksonville Jaguars 19 @ New York Jets 3,9,64,7,44,0,0,2,20
Seattle,01/01/2023,17.0,Ron Torbert,New York Jets 6 @ Seattle Seahawks 23,2,10,1,5,1,5,0,0
Miami,01/08/2023,18.0,John Hussey,New York Jets 6 @ Miami Dolphins 11,6,54,4,34,2,20,0,0
Totals,,,,,91,866,50,375,29,378,12,113
